,日期,评论
69,2019/12/15,哪一个票没机构？没机构的票是不会涨的
70,2019/12/15,很多股票都在底部或还没跌到底部
71,2019/12/15,不行，我还是要满仓，
72,2019/12/15,你不会是说百分之五吧？想清楚了吗？
73,2019/12/15,贸易只是阶段性成功要说是利好后面多了去了
74,2019/12/15,早晚都会成的贸易合作伙伴我们不能把它当概念来炒作
75,2019/12/15,中国的市场将全面开放，竞争将更加激烈
76,2019/12/15,拭目以待
77,2019/12/15,是牛市来啦?冲呀
78,2019/12/15,看来能涨点了
79,2019/12/15,大涨好，大涨有钱赚
80,2019/12/15,周一个股开始分化，有机构认为进入牛市，有机构认为还在熊市，分歧开始加大，较量开始博弈。沪指短线刚进入多头控制盘面状态，所以指会数继续上冲，关键点在于券商板块是否有连续性，技术面真正牛市起点还没到来，赚钱套人的临界点来了。
81,2019/12/15,等你们真正懂了大霄，你们就不是韭菜了
82,2019/12/15,制造业迎来重大利好！
83,2019/12/15,加仓干
84,2019/12/15,非常同意！
85,2019/12/15,5个点就0.17%
86,2019/12/15,
87,2019/12/15,借我点
88,2019/12/15,周一换股到；信息安全.知识产权双龙头300229拓尔思.很有可能要大涨了
89,2019/12/15,历害！
90,2019/12/15,终于有点实质性的利好了
91,2019/12/15,广宇集团
92,2019/12/15,好消息啊
93,2019/12/15,评论最多的
94,2019/12/15,周一换股到；信息安全.知识产权双龙头300229拓尔思.很有可能要大涨了
95,2019/12/15,明天满仓干
96,2019/12/15,下周真的要涨停
97,2019/12/15,
98,2019/12/15,周一追进知识产权
99,2019/12/15,当年我也像你一样飘，觉得自己是巴菲特他弟弟韭菲特
100,2019/12/15,你也太穷了吧
101,2019/12/15,周一全部一字板涨停
102,2019/12/15,如果真是牛市券商概念是集体涨停的，11年的韭菜
103,2019/12/15,这次千股涨停一点都不夸张，这才叫真正的利好！高开高走。直接上3000点不是梦。
104,2019/12/15,周一大盘涨停
105,2019/12/15,慢工出细活，继续盘。
106,2019/12/15,互惠互利
107,2019/12/15,利好来了，牛市到了，有货就卖，没货快买
108,2019/12/15,明白人
109,2019/12/15,超级利好，祖国加油
110,2019/12/15,
111,2019/12/15,今年赚钱的大佬很多呀？
112,2019/12/15,是烂赌心理么
113,2019/12/15,加仓干，直上六千点。
114,2019/12/15,ETF了解一下，没有黑天鹅。
115,2019/12/15,这种利好就一天？你以为是个股。区块链都持续了一周。
116,2019/12/15,嗯，小心驶得万年船，呵呵
117,2019/12/15,就因为是趴着的，启动后就慢慢起来了，难到等全部跳起来了才算开始启动啊，那已经是高潮了。
118,2019/12/15,大面积0-2个点
119,2019/12/15,中国股市气势如虹，高歌猛进！！！
120,2019/12/15,中国股市气势如虹，高歌猛进！！！
121,2019/12/15,兄弟，借点给我
122,2019/12/15,这7年估计你赚的钱不多
123,2019/12/15,安妮股份
124,2019/12/15,接我吧
125,2019/12/15,恭喜，明天上证指数和深证成指都一字板
126,2019/12/15,知识产权 安妮股份
127,2019/12/15,牛市来了，睡不着觉
128,2019/12/15,明天再涨五百点
129,2019/12/15,不吹会死吗？涨一分100万你有一亿股？
130,2019/12/15,要不是利好消息救了你一下，你前面的早就是白做了。
131,2019/12/15,只有3成仓咋办呢？
132,2019/12/15,特大利好！利好！
133,2019/12/15,周一可以借机派发了。
134,2019/12/15,我就是克制不了快涨停时候不卖围绕跳水，唉，经历了很多次了，好难克制住心理，咋办呀
135,2019/12/15,好啊，好啊！可以
136,2019/12/15,签字了没有？
137,2019/12/15,历时22个月，踏实做好自身，中华加油！
138,2019/12/15,单纯技术分析，深证成指9976点是非常重要的强大的压力点位，现在这个点位已经一个跳空中阳上破了，它已经预示有50%可能性新一轮行情开始。如果下周一又一根阳线站上9976点上，那么它就有70%可能性，如果后面有更多阳线站上9976点，那基本就不用怀疑了，新一轮牛市行情开始了。
139,2019/12/15,短线思维往往会丢了筹码捡芝麻
140,2019/12/15,正没正式签署
141,2019/12/15,大利好开启大牛市
142,2019/12/15,
143,2019/12/15,辛苦了
144,2019/12/15,你有这么多么？
145,2019/12/15,股市该复兴啦！
146,2019/12/15,不建议追高，可买入未涨幅不大的股票，后期会轮涨。
147,2019/12/15,忽如一夜春风来
148,2019/12/15,这么点也好意思呀，
149,2019/12/15,重大利好
150,2019/12/15,准确的说是重大利好
151,2019/12/15,31，才赚这点？
152,2019/12/15,放量大涨兑现？不要资金拉？
153,2019/12/15,还有一板，我下面等着，多谢提供信息
154,2019/12/15,可惜你跌了大半年了，昨天才有一个大阳
155,2019/12/15,来一波大牛市，是促进消费的动力！！！
156,2019/12/15,逢高减仓，再低位布局！星期一的策略如此操作就是！
157,2019/12/15,你的逻辑就是基本不可能有牛市
158,2019/12/15,年初的行情，你也是下车了吧？
159,2019/12/15,有仓位的盼大涨人之常态，星期一如大涨我就卖，放到口袋的才是自己的。理性说高开可能性很大，会不会高走难说，至于牛市为时尚早。
160,2019/12/15,
161,2019/12/15,股神，你是靠新闻炒股么
162,2019/12/15,中美关系稳和听说周一集体涨停板是不是真的各位，
163,2019/12/15,机构就是借游资回笼资金时机建仓了。
164,2019/12/15,不贪怎么赚 赢点就跑 赚个几把
165,2019/12/15,借点钱给我买
166,2019/12/15,很不错，今年大A涨了一年。
167,2019/12/15,对头。可以买的股不多。
168,2019/12/15,当然是，股市要的是资金量，没有众多的共识哪来的资金量
169,2019/12/15,外资买入是好，不过营收还是没有好转啊
170,2019/12/15,千股涨停一起腾飞
171,2019/12/15,标志这牛市已经开始上班了，明天去找你牛市
172,2019/12/15,牛市来了，两天没睡觉了
173,2019/12/15,小和尚，贫道何时和你保证过?
174,2019/12/15,你说的这个最不能买
175,2019/12/15,你三年多的股龄白炒了
176,2019/12/14,金融科技和3D摄像头将成为一颗耀眼的星。
177,2019/12/14,今天就开盘吧！
178,2019/12/14,本人截止12月13日，浮赢23wy，18.50%，非常非常惭愧脸红，真心这样想。
179,2019/12/14,重大利好，，，，，，兑现
180,2019/12/14,好操作！
181,2019/12/14,互联网金融，知识产权
182,2019/12/14,是啊！资金少有影响不好操作！
183,2019/12/14,利好兑现，周一除了知识产权，其他的都是浮云，王守文说协议主要是强化知识产权
184,2019/12/14,冲高会有，
185,2019/12/14,
186,2019/12/14,利好，意料之中
187,2019/12/14,今晚就开盘吧
188,2019/12/14,你说得对，你赚的多
189,2019/12/14,祖国强大是最大的利好。
190,2019/12/14,我准备卖给你，回笼资金。
191,2019/12/14,千股涨停
192,2019/12/14,利好已经兑现了，下个星期一大家悠着点！
193,2019/12/14,又见到你了，致敬董总，致敬中国制造
194,2019/12/14,数码科技
195,2019/12/14,周一破3千点
196,2019/12/14,重大利好啊！重仓天风证券了
197,2019/12/14,中国的农业
198,2019/12/14,美股高开低走说明一切。
199,2019/12/14,这还考虑_，一个字笨
200,2019/12/14,可以买普元信息，机构锁仓普元信息，普元信息就是下一个漫步者，漫步者也是机构锁仓了好久，涨了5倍呀
201,2019/12/14,这才是高手思路
202,2019/12/14,分析得好，你我一样感觉。
203,2019/12/14,周一满仓搞
204,2019/12/14,北向资金已经充分抄底，就等你们拉了
205,2019/12/14,周五没涨的会补涨！
206,2019/12/14,周一跳空40点，直接3000点！把空军卖空的直接干翻！
207,2019/12/14,周五1.7%暴涨就是兑现利好了，周一小幅高开，收盘0.8到1%之间
208,2019/12/14,万众一心，千股涨停！
209,2019/12/14,利好！是牛市所有股票都会张的，只是先来后到慢慢等呗！中国股市加油！！
210,2019/12/14,利好出口贸易企业
211,2019/12/14,满仓加杠杆了
212,2019/12/14,感觉应该直接开盘跳空过3000，券商金融等先涨，资金出来了其他再涨，跟去年年底前后一样。希望再创新高。
213,2019/12/14,好牛逼
214,2019/12/14,周一风险极大
215,2019/12/14,待到风和日丽时，扬帆远航千万里！
216,2019/12/14,小散将卷商股清仓，将底部卷商股给机构。
217,2019/12/14,利好出口企业永和智控
218,2019/12/14,下周一上3000点
219,2019/12/14,现在错过上涨风险更大
220,2019/12/14,周一冲高就跑
221,2019/12/14,星期一上证高开25点！
222,2019/12/14,鼎龙没卖得亏啊
223,2019/12/14,接下来到春节还是可以的
224,2019/12/14,
225,2019/12/14,这是高手，这也太厉害了
226,2019/12/14,我咋说低迷的股市昨天咋就红彤彤呢
227,2019/12/14,明天坚定卖房，接下来直奔股市全仓杀入
228,2019/12/14,牛市这次真来了
229,2019/12/14,厉害
230,2019/12/14,好
231,2019/12/14,我操，我卖的房子还没成交，补仓没钱了。
232,2019/12/14,周一大盘涨停！
233,2019/12/14,这么大利好今天快开盘，我赌瘾上来了
234,2019/12/14,祝大家新春愉快，万事如意!
235,2019/12/14,
236,2019/12/14,如果星期一大盘继续放量上涨，就可以确定大盘反转走势了，后面就是回调也难改变，因为很多资金会逢低吸纳，都知道股市最难熬的时间己经过去了
237,2019/12/14,千股涨停
238,2019/12/14,钱多借我点
239,2019/12/14,记得下周获利落袋
240,2019/12/14,星期一高开5个点，大盘收涨8个点
241,2019/12/14,祝愿中美共赢
242,2019/12/14,是否利好还有待时间的观察
243,2019/12/14,好 下周4000点 年后上10000点
244,2019/12/14,好的 千骨涨停
245,2019/12/14,周一沪指肯定是高开的，但是周五大张的个股板块要是高开高走或高开低走都说明市场开始进入强势，但若低开低走则说明主力在周五已经大幅减仓，市场还没有转变，依旧是若是格局不变。
246,2019/12/14,这个月低上3000
247,2019/12/14,来之不易，股市涨势如虹。强者恒强，关注格力电器、潍柴动力等。
248,2019/12/14,国际贸易全部涨停
249,2019/12/14,你把我逗笑了
250,2019/12/14,大牛
251,2019/12/14,赌徒
252,2019/12/14,千股涨停
253,2019/12/14,ji利好已经兑现
254,2019/12/14,有些人，对他们来说利好也是跌，利空也是跌。就像有些所谓分析师一样每天都看空，那还玩什么股票，股票市场本来就是涨涨跌跌，可能我们这种小散资金不大，也纯粹拿闲钱玩玩，心情也就不一样。要不然一天到晚累不累，生活中还有很多美好的东西的。放轻松吧
255,2019/12/14,利好、跨境通满仓
256,2019/12/14,这次突要单边上涨一段时间了，捂好股票吧
257,2019/12/14,
258,2019/12/14,年底了，还是悠着点好，有行情估计也大概率是明年的事
259,2019/12/14,上周五没涨的，下周一会补涨！
260,2019/12/14,大盘涨停
261,2019/12/14,中国强大发展的道路是任何外来势力无法阻挡的，加油我的国！
262,2019/12/14,
263,2019/12/14,利好消息，终于来了。
264,2019/12/14,利好华鑫股份，1000个理由搞好
265,2019/12/14,下一周全仓买入
266,2019/12/14,牛市来了
267,2019/12/14,上证每天成交平均不足2000亿，券商股只是超跌反弹，关键点位拉指数冲关而已，再说开股市是培育实体经济而非造福券商，中央提出“发展新动能”“高质量发展”，你认为中国还会回到钢筋水泥房地产的原始发展初期吗？不要迷失方向。
268,2019/12/14,傻子们怕啥，总有傻子在，国内鸡狗才活的滋润
269,2019/12/14,你盈利一万多了很不错了，我就惨了，我买的共达电声
270,2019/12/14,赚钱就是好，低位建仓真厉害
271,2019/12/14,新手上道
272,2019/12/14,牛市来临，，一般先涨低价低市净率的低位股！
273,2019/12/14,好
274,2019/12/14,看看留言一片乐观的气氛，希望周一能如众愿
275,2019/12/14,全球市场信心的提升，可以更好促进经济的发展。
276,2019/12/14,全球经济金融的稳定，和我们老百姓息息相关，期待和平和繁荣。
277,2019/12/14,中科曙光，好股票！
278,2019/12/14,关税由升到降，付出了的太多的努力。真是大利好！
279,2019/12/14,我们做朋友吧，高手
280,2019/12/14,牛牛来了，现在就开盘吧
281,2019/12/14,这才是高手
282,2019/12/14,千股涨停
283,2019/12/14,利好消息终于来了，周五满仓的，哈哈哈哈
284,2019/12/14,周一股市大涨，快进场！
285,2019/12/14,这个票可以哦
286,2019/12/14,图片评论
287,2019/12/14,一年都在做波段、差价，感觉这次可以一直拿着了
288,2019/12/14,利好加岛形反转，选股吧
289,2019/12/14,厉害了
290,2019/12/14,哈哈，重大利好，万股涨停。。利好600519，礼拜一全国人民嗨起来！！！！！！
291,2019/12/14,利好落地，都懂的。
292,2019/12/14,难怪昨天夜里翻来覆去睡不着，原来这么好的大事件发生了
293,2019/12/14,利好已兑现
294,2019/12/14,周一大盘涨得停！
295,2019/12/14,清醒的人
296,2019/12/14,星期一大盘飞行队
297,2019/12/14,周一必大涨
298,2019/12/14,满仓遇上利好。
299,2019/12/14,单车换奥迪
300,2019/12/14,对的
301,2019/12/14,利好千古
302,2019/12/14,牛市真的来了！下周见
303,2019/12/14,与取名不符吧
304,2019/12/14,我是高位接盘的，这个成本是一路T出来的
305,2019/12/14,你踏空了？
306,2019/12/14,我仓位105w
307,2019/12/14,2020=4000
308,2019/12/14,股市了聪明人太多，有价值的股票是不会被遗忘让你捡漏的。
309,2019/12/14,资金都套在两只垃圾票里面了，明天看你们吃肉，剩下的汤给我喝点就行
310,2019/12/14,星期一涨停
311,2019/12/14,对头
312,2019/12/14,这个跨度有点大，先换雅阁吧
313,2019/12/14,意义重大的利好才是真正的利好！
314,2019/12/14,不用怀疑必过！
315,2019/12/14,利好芯片
316,2019/12/14,牛市来了
317,2019/12/14,你需要换脑子了，我只买创新高的股票，低价股是没有价值被市场抛弃的股票。
318,2019/12/14,盘整了五年，应该有一轮行情了！看到3600点左右
319,2019/12/14,牛已抬头，要冲刺了
320,2019/12/14,昨天第一波券商开始发力，应该说是个开头了吧，券商带起人气
321,2019/12/14,周末的重大利好，希望你没踏空哦
322,2019/12/14,2020=4000
323,2019/12/14,恩
324,2019/12/14,牛市刚刚开始呢
325,2019/12/14,说的有道理
326,2019/12/14,难怪券商反弹强大
327,2019/12/14,怎么办？怎么办！晚上睡不着觉了！
328,2019/12/14,借给我
329,2019/12/14,周一就轮涨了
330,2019/12/14,哪一轮牛市靠消息
331,2019/12/14,牛
332,2019/12/14,能涨一个点吗
333,2019/12/14,说的太对了
334,2019/12/14,周一大盘涨停
335,2019/12/14,中美经贸磋商取得进展，对股市有正面影响！
336,2019/12/14,海容冷链，上机数控，葵花药业，闭眼挣钱
337,2019/12/14,拉高出货，去掉希望。
338,2019/12/14,希望A股好好涨点吧
339,2019/12/14,牛市来了，我们的小康之家有希望了，点赞点赞，全部小康
340,2019/12/14,
341,2019/12/14,666
342,2019/12/14,祝我伟大的祖国繁荣昌盛，国泰民安
343,2019/12/14,马上开盘
344,2019/12/14,大利好，这两天睡不着的多！
345,2019/12/14,利好太多了，进入大牛市
346,2019/12/14,深证上了
347,2019/12/14,上30000点，超小米
348,2019/12/14,
349,2019/12/14,傻啊？北上资金连续买了22天不用赚钱的?赚一点点够了?大行情真的来了
350,2019/12/14,李大霄同志是好人，我是赞同他的观点
351,2019/12/14,利好出口企业
352,2019/12/14,我理解为我们取得初步胜利！再接再砺！
353,2019/12/14,这样持仓会不会有点乱
354,2019/12/14,利好，牛市来了
355,2019/12/14,下周一，站稳3050
356,2019/12/14,总资金29000，你这水平真实的话，融资干啊。
357,2019/12/14,没有牛市
358,2019/12/14,平常心面对股市！
359,2019/12/14,尾盘确实有50指成分股被砸，我的股就中了，两万手，6000万元，砸下两毛钱。
360,2019/12/14,周五已经兑现
361,2019/12/14,明天涨停板！
362,2019/12/14,大利好 周一千股涨停
363,2019/12/14,昨天猛拉！我就知道会放大招
364,2019/12/14,多少人期盼星期一的到来。
365,2019/12/14,哈哈，不去抄底，不买横盘的股票，只买主升跟着主力干，资金去哪，我就去哪，如果主力想出货，小散比他快，
366,2019/12/14,好吧！马上开盘，24小时不间断交易
367,2019/12/14,重大利好，下周站上3000点，延续周五大涨。
368,2019/12/14,大跌时克服恐惧，大涨时克服贪婪
369,2019/12/14,这代人的牛市崛起！！！30连阳可期待
370,2019/12/14,不是什么大牛市，只是牛市第二波主升浪开启！
371,2019/12/14,你别笑人，还不知道你的旅途是否一帆风顺
372,2019/12/14,高手啊
373,2019/12/14,周六
374,2019/12/14,我持有股票全部涨停，你们的涨1%以上。
375,2019/12/14,下星期一大涨。。个股涨停
376,2019/12/14,股市利好向来都是提前兑现
377,2019/12/14,少了半句千股涨停，哈哈
378,2019/12/14,就怕机构迫不及待啊，9点40就动手
379,2019/12/14,周五其实已经把这份利好给兑现了一部分，我觉得
380,2019/12/14,牛市买化工还是买科技之类的？
381,2019/12/14,这么优秀
382,2019/12/14,完了，周一又要暴涨，踏空了
383,2019/12/14,行情还早着呢，个股有很多都趴着地下，启动都没启动，还有好长一个过程
384,2019/12/14,这是个好消息
385,2019/12/14,周五已经有预期了！
386,2019/12/14,资金太少了，我借你
387,2019/12/14,我借你
388,2019/12/14,办几张信用卡来套现资金。
389,2019/12/14,傻，知识产权也囊括科技股！
390,2019/12/14,牛市买干嘛
391,2019/12/14,钱少每天赚就行，钱多每天亏照样不行！资本市场就是小可以博大，大也可以缩小！
392,2019/12/14,下周券商金融，知识产权集体爆发，牛市来了
393,2019/12/14,重大利好，下周大盘要连续涨停吗？
394,2019/12/14,你好穷
395,2019/12/14,卜小刚：得瑟的人成不了大气候
396,2019/12/14,周一千股涨停
397,2019/12/14,利好3300643
398,2019/12/14,还好昨天下午重仓干了两票，等着吃肉肉了
399,2019/12/14,这才是最大的利好！老铁们下周吃肉行情，赶快全仓杀入。
400,2019/12/14,大霄，睡了没有
401,2019/12/14,周五只是对外围和汇市的反应，落地了会有一波的，周一跳空三千上方开盘没有问题。
402,2019/12/14,拖
403,2019/12/14,怪不得外资一真流入大蓝筹！机构调仓底位建仓！
404,2019/12/14,真正的重大利好！！
405,2019/12/14,哈哈，都不看好年末有行情。其实这轮行情是外资主导发动的，国内机构仓位现在不高。
406,2019/12/14,安妮股份，知识产权的真正龙头！
407,2019/12/14,7连阳+周五大阳利好兑现
408,2019/12/14,安妮龙头
409,2019/12/14,利空出尽？
410,2019/12/14,借我点吧
411,2019/12/14,特大利好，牛市走起
412,2019/12/14,小康牛，破净值钢铁银行走一波
413,2019/12/14,资金太少了，我借你
414,2019/12/14,周一股市大涨
415,2019/12/14,这样的大阳线无异于今年7.1， 9.5， 10.14号的大阳线，撑不住之后又是大幅杀跌重新踩底。而之前几轮真正的牛市都是小碎步上扬震荡2-3月之久，才往上中阳突破，而不是靠消息拉的。唉，每个人都这样。
416,2019/12/14,恭喜你被甩下车了
417,2019/12/14,这个真的算是一个好消息。
418,2019/12/14,当前港股是全球最便宜的市场之一。投资06196郑州港股、01988民生港股非常合算，市盈率三倍多，年收益达到股价的30%以上，而且银行股收益长期稳定。港股目前估值处于历史偏低位置，其中有四分之一的港股通股票的股价处于过去5年的最低位附近。 购买港股时，当天会暂扣3%的汇率差价，第2天开盘之前退回。
419,2019/12/14,不管怎样，自主可控就是大战略，科技股有业绩的会更强。
420,2019/12/14,周末了，哈哈哈
421,2019/12/14,前段时间满仓了周一可以清场出货把红包留下过年了。我股市不赔钱道理在此。
422,2019/12/14,周一大盘涨停
423,2019/12/14,哈哈，特大利好
424,2019/12/14,加油A股
425,2019/12/14,周一妖股涨停
426,2019/12/14,直接利好港口水运，上港集团一飞冲天
427,2019/12/14,周一来一个千股涨停！必须的！大盘上万多点，太大的利好了
428,2019/12/14,你很有钱啊？
429,2019/12/14,怪不得沪港通深港通的资金一直大规模流入。原来外资早就觉察到了！无论涨跌都大幅流入
430,2019/12/14,清华同方科技广场要牛
431,2019/12/14,就是券商板块别无选择！大牛了
432,2019/12/14,春江水暖鸭先知、券商不是兑现而是扫货开始启动行情
433,2019/12/14,别吆喝，既然牛市来了，把你家可以变卖的东西都卖了去买股票不就得了！
434,2019/12/14,早盘5个点进了
435,2019/12/14,这是真真真的利好
436,2019/12/14,满仓加融资30万，下周一有头十头猪肉吃吧！
437,2019/12/14,牛市来了，我亏损的睡不着觉
438,2019/12/14,603583最大利好。会是龙头吗？
439,2019/12/14,今天周六，能加仓吗？还没睡醒吧？
440,2019/12/14,今天是抢筹
441,2019/12/14,梭哈很爽啊
442,2019/12/14,兄弟别唤醒他噢，
443,2019/12/14,大霄来了！
444,2019/12/14,周一高开就清仓 回落低吸
445,2019/12/14,失眠
446,2019/12/14,这样一来，春季行情提前开始！
447,2019/12/14,这件事利好哪几支股呀
448,2019/12/14,有利于双边合作，有利于共同发展，有利于全球经济稳步发展。
449,2019/12/14,虽是利好，但周五已兑现了大部分。
450,2019/12/14,罗牛山，开始数板
451,2019/12/14,光一科技
452,2019/12/14,大盘涨停
453,2019/12/14,大家醒醒，好戏在后头
454,2019/12/14,借50万过来吧
455,2019/12/14,科技股完了
456,2019/12/14,4千骨停板
457,2019/12/14,周一俺的涨停。
458,2019/12/14,我现在有当代东方，鲁商发展，麦克奥迪。周一能吃肉嘛？
459,2019/12/14,卖了房子开干！！！！
460,2019/12/14,我也睡不着，看来明天应该把刀磨一下，不然星期一再磨晚了怎么办
461,2019/12/14,好呀
462,2019/12/14,周一看谁出价高了
463,2019/12/14,利好海南瑞泽
464,2019/12/14,牛牛牛起来！
465,2019/12/14,错过了几百亿，星期一散步入场
466,2019/12/14,超级牛来了
467,2019/12/14,如果我的包钢股份周一涨停，那就真的证明牛来了，不然也是表面
468,2019/12/14,牛来了 星期一
469,2019/12/14,来两个过江龙，把广宇集团的小小庄干一下。？
470,2019/12/14,我也有嘉美包装
471,2019/12/14,哈哈，老哥有钱。咱这没钱的起步就得晚个三四年
472,2019/12/14,支持祖国，你就出这点力？
473,2019/12/14,跟知识产权有何关系?
474,2019/12/14,真正的重大利好！
475,2019/12/14,来了来了，牛真的来了，不用睡了
476,2019/12/14,被怕了啊
477,2019/12/14,重大利好 我已进场 坐等上涨
478,2019/12/14,市场一直在，你着急什么，又不是千股涨停，天天一字
479,2019/12/14,永鼎股份发来贺电
480,2019/12/14,利好贸易类的股票！
481,2019/12/14,下周买茅台。
482,2019/12/14,来得及，挂涨停的价买
483,2019/12/14,哥们，以后记得把姓名PS掉再发图哟！
484,2019/12/14,符合预期，中性
485,2019/12/14,下周一估计要大涨了
486,2019/12/14,如果涨到大年三十，我给晚辈后包200起，
487,2019/12/14,周六也开盘？别忽悠我哦。
488,2019/12/14,今天满仓了，下周一看来得清仓了，感觉利好已经兑现了。
489,2019/12/14,牛市开始
490,2019/12/14,多睡会吧，下周一你才会睡不着，细细品味
491,2019/12/14,放心国内机构年底没多少仓位了，砸不动，之前大都卖了做年底业绩了，全让北上资金抄底了
492,2019/12/14,莫非真让大校猜对了一次？
493,2019/12/14,哈哈哈哈嗝！
494,2019/12/14,66666
495,2019/12/14,牛市来了不买券商吗？
496,2019/12/14,晕 周一买来得急吗……
497,2019/12/14,已空！必须配合你，这时候不空仓，周一怎么建仓
498,2019/12/14,完了，让庄知道你的成本了，非得让你割肉不可！
499,2019/12/14,这个可以有，先来五百万
500,2019/12/14,
501,2019/12/14,有些利好兑现感觉，看看美股竟然不涨
502,2019/12/14,股友可以过个好年了
503,2019/12/14,仓中，利好兑现
504,2019/12/14,将促成牛市到来
505,2019/12/14,全球涨停
506,2019/12/14,昨天兑现了这些利好
507,2019/12/14,谢谢你，不用了小散户慢慢玩，不贪就能赚跟着热点走
508,2019/12/14,特大长期的利好～难怪周五放量了～每支个股都补涨～只买不卖我进场～
509,2019/12/14,我哭了，昨天已经满仓，踩雷康美药业的亏损的能赶快回本！
510,2019/12/14,人民币又回7了
511,2019/12/14,牛
512,2019/12/14,看大校文章的，综合来说赔不着。
513,2019/12/14,不要休周末了，来今天就开盘，哈哈哈
514,2019/12/14,中科曙光好票来的，我前段时间34买35跑了。
515,2019/12/14,股海众生相，哈哈......！
516,2019/12/14,全部涨停
517,2019/12/14,昨天大涨才赚250，少了点
518,2019/12/14,中肯之言
519,2019/12/14,然后你撤退
