,日期,评论
338,2019/11/29,海螺水泥后期趋势会怎么样呢？这个趋势有点让人害怕啊。。
339,2019/11/29,今天跌的真惨
340,2019/11/29,还是净买入的
341,2019/11/29,外资一直在买国内的鸡狗看不到吗？真和上海机场和中国国旅高那样你们再买吗，一群二货总以为自己聪明
342,2019/11/29,这么好的股票，迟早再上来，跌下去就补
343,2019/11/29,思路清晰，主要是手法针对当前的大势行情非常适合
344,2019/11/29,尴尬，又一轮调整来了
345,2019/11/29,写总结有个好处就是你在往回看时知道自己实际操作存在很大误差，主要什么原因值得深思改进。
346,2019/11/29,?海螺最近涨的有点快啊，以前是涨一点横盘回调再涨一点，这把一波涨10+
347,2019/11/29,茅台抢不到抢袋子水泥吧??货车司机排好几天才轮得上开票
348,2019/11/29,水泥也要抢？
349,2019/11/29,我螺，你醒醒，咱不是高位医药股，带量采购对咱没影响，咱就是个卖水泥的。赶紧醒醒。
350,2019/11/29,?
351,2019/11/29,很好的上车机会
352,2019/11/29,长牛开启了!
353,2019/11/29,敲碗等接
354,2019/11/29,砸!继续
355,2019/11/29,快来
356,2019/11/28,从来不套人，昨日47.38高买的今日47.7走了，47左右又捡回来
357,2019/11/28,低位不买，涨了之后分析还有什么用？
358,2019/11/28,
359,2019/11/28,最新水泥涨价信息分享：网页链接
