,日期,股票代码,评论
10,2019/12/16,538,400家绿的，其中就有我的两家。
11,2019/12/16,538,还有364天回本
12,2019/12/16,538,算算还有十一个涨停就回本儿了，兴奋的睡不着觉
13,2019/12/16,538,呵呵
14,2019/12/16,538,买了一天隔天就爆雷，最倒霉的我！
15,2019/12/16,538,涨了一天就想回本的有没有
16,2019/12/16,538,赚钱了。感谢主力
17,2019/12/16,538,冲啊
18,2019/12/16,538,涨不过指数！！！
19,2019/12/16,538,牛来了
20,2019/12/16,538,
21,2019/12/16,538,我的消费不行了啊
22,2019/12/16,538,赚钱啦
23,2019/12/16,538,牛开课
24,2019/12/16,538,明天大跌
25,2019/12/16,538,牛市来了！冲鸭
26,2019/12/16,538,着急
27,2019/12/16,538,400家绿的，其中就有我的两家，牛逼了。
28,2019/12/16,538,牛来了
29,2019/12/16,538,个股原地一两分
30,2019/12/16,538,在A股，一般账户里只有0-50W的人，会天天骂人；50-100W的人，不怎么讲话，会专心研究股市，100W以上的人都会很谦虚，别人问起来都会说，我是菜鸟、不怎么懂。 我刚进股市的时候就很谦虚，后面慢慢开始研究股市，直到现在变的也开始骂人了
31,2019/12/16,538,很好
32,2019/12/16,538,明天上三千点
33,2019/12/16,538,好，连续涨十年！
34,2019/12/16,538,现在说牛市来了，没人说滚了吧
35,2019/12/16,538,暴涨哇这是
36,2019/12/16,538,在逐步回本中，你们呢？怎么样了？
37,2019/12/16,538,趋势向上，挣2w，加港股通近3w
38,2019/12/16,538,我买了假票！
39,2019/12/16,538,掐指一算，今晚有个人又该做梦睡不着觉了
40,2019/12/16,538,呵呵 我的股永远跑不过大盘
41,2019/12/16,538,牛来了
42,2019/12/16,538,重大利好千股涨停
43,2019/12/16,538,睡不着觉了，咋办
44,2019/12/16,538,股票涨了吗
45,2019/12/16,538,小康牛在路上..加油加油..
46,2019/12/16,538,我不好意思说我今天亏多少
47,2019/12/16,538,又跑输了大盘！
48,2019/12/16,538,滚，天天杀白马股，还普涨，偶的还跌了差不多2个点
49,2019/12/16,538,大科技强势，满仓了大科技
50,2019/12/16,538,牛市来了
51,2019/12/16,538,晒图以来挣的最多的一天了吧。
52,2019/12/16,538,今年盈利超40%了，怎么花，谁给出出主意？
53,2019/12/16,538,切莫盲目乐观！
54,2019/12/16,538,呵呵
55,2019/12/16,538,我清仓了，等大跌
56,2019/12/16,538,别吹牛，看明天是否能继续。
57,2019/12/16,538,终于涨了一点，虽然不到3个点，老夫已倍感欣慰！
58,2019/12/16,538,我总能在小康牛里空仓，哈哈
59,2019/12/16,538,好好好恭喜散户发大财
60,2019/12/16,538,大霄：牛市来了，睡不着觉
61,2019/12/16,538,今天赚钱了、卧槽
62,2019/12/16,538,滾
63,2019/12/16,538,死牛活牛三天看清！
64,2019/12/16,538,股票，都平盘收，还能再玩嘛？
65,2019/12/16,538,嘿，今天赚到爽
66,2019/12/16,538,尾盘干了黄金，不知道今晚美股跌不跌
67,2019/12/16,538,我呸！
68,2019/12/16,538,今天可以
69,2019/12/16,538,牛来了，我的票却还没怎么涨，卖也不是换也不是
70,2019/12/16,538,牛来了，睡不着？
71,2019/12/16,538,爬
72,2019/12/16,538,今天的走势正常
73,2019/12/16,538,今天竟然亏了
74,2019/12/16,538,外资疯狂，内资也开始激进了，不错
75,2019/12/16,538,我买的南京银行，几乎没有跑赢过指数的时候
76,2019/12/16,538,好事
77,2019/12/16,538,牛市来了 睡不着啊
78,2019/12/16,538,今天流进22亿，流到港45亿，你说是流进还是流出？
79,2019/12/16,538,明天必定回撤，立贴为证。
80,2019/12/16,538,有一个没绿也没红，总体表现良好
81,2019/12/16,538,创新高了，有点小激动，进帐2.1w，加港股近3w
82,2019/12/16,538,
83,2019/12/16,538,是你买的垃圾股而已
84,2019/12/16,538,拿的着什么乱七八糟的
85,2019/12/16,538,没希望大跌开始
86,2019/12/16,538,杀牛 过年了
87,2019/12/16,538,牛市来了 睡不着啊！
88,2019/12/16,538,这才是正常的账户状态
89,2019/12/16,538,自选个股没涨赢大盘的请举手！
90,2019/12/16,538,空仓难受
91,2019/12/16,538,借贵宝地打卡day4
92,2019/12/16,538,你都不止损吗。
93,2019/12/16,538,唉，又没跑过大盘，难得买个券商还是板块倒数第一
94,2019/12/16,538,全绿，求赞安慰!
95,2019/12/16,538,明天过三千点再加仓，不过不加，加了套住！
96,2019/12/16,538,我有三家
97,2019/12/16,538,再来一天回本！！！
98,2019/12/16,538,我两家，还有家白色……
99,2019/12/16,538,暴涨一分。。。这是逼空的节奏，我黄金好像不行了
100,2019/12/16,538,"专家说要涨了,快跑啊!!!!"
101,2019/12/16,538,16万，今天赚了9000
102,2019/12/16,538,老哥有钱人
103,2019/12/16,538,亏了吗今天！亏的来个小爱心吧
104,2019/12/16,538,上周五没赚到钱可以理解，毕竟上周五全在拉权重，今天小盘股这么强，还赚不到钱的话得反思下自己了吧？
105,2019/12/16,538,回本了吗？
106,2019/12/16,538,我的大博在医院中领跌，我服了
107,2019/12/16,538,罗京你变了，变得会赚钱了
108,2019/12/16,538,今天走势强劲了，而北上资金流入却少了，个中意思值得探讨探讨了？
109,2019/12/16,538,不错啊，今天跑赢大盘了
110,2019/12/16,538,兄弟，你这差点啊
111,2019/12/16,538,全部换成 晶方科技 明年三月就是500万了 然后加杠杠买中国银行
112,2019/12/16,538,指数行情，个股纹丝不动！
113,2019/12/16,538,兄弟 你回本无望
114,2019/12/16,538,唯一的一支被我选啦！关灯吃面
115,2019/12/16,538,看看能牛几天，吹上天了来接盘
116,2019/12/16,538,今天流进22亿，流到港45亿，你说是流进还是流出？
117,2019/12/16,538,还行
118,2019/12/16,538,今天亏了五千
119,2019/12/16,538,买南京证券就甩指数几条街了
120,2019/12/16,538,小康牛来了
121,2019/12/16,538,我买的白酒！早知道买科技啊！
122,2019/12/16,538,看不懂！疯牛病了，随便买吧！
123,2019/12/16,538,10万了
124,2019/12/16,538,？这是庄家罗京吗
125,2019/12/16,538,年初就40个了
126,2019/12/16,538,牛气冲天
127,2019/12/16,538,抢沙发罗
128,2019/12/16,538,牛批
129,2019/12/16,538,罗京终于转运了！
130,2019/12/16,538,跟上
131,2019/12/16,538,高手
132,2019/12/16,538,你这可不像散户的操作
133,2019/12/16,538,数据和我一样
134,2019/12/16,538,热点轮换展开，个股都有至少十个点涨幅！谨防追高，关注低位建仓组合安控科技，三力士，汉钟精机，新湖中宝！低位建仓，拿好筹码，锁定收益！
135,2019/12/16,538,今天流进22亿，流到港44亿，你说是流进还是流出？
136,2019/12/16,538,卧槽！罗总威武
137,2019/12/16,538,看到联创电子减持两个亿，有点害怕（甚至担心-5以下开盘），幸亏还让我红盘1.5出掉了；另外预测大盘冲高回落，结果单边上涨，因此后来买入的金力永磁并没有给我太大惊喜。
138,2019/12/16,538,罗京可以了
139,2019/12/16,538,越来越厉害
140,2019/12/16,538,可以呦！6位数了
141,2019/12/16,538,恭喜资产上10万
142,2019/12/16,538,总资产6位数了！
143,2019/12/16,538,年前让我解套，今年就是赚的
144,2019/12/16,538,滚，15万本金，二天搞到百来块
145,2019/12/16,538,这是一个收集筹码的过程，空头砸盘筹码巳用得差不多了，所以必须收集后再次砸盘做空赚钱
146,2019/12/16,538,厉害，我才盈利30个点。可以去会所点个红牌舒服一下
147,2019/12/16,538,女士们，先生们，韭菜们：嗨起来啊！牛市来了！
148,2019/12/16,538,牛逼，回本了吧
149,2019/12/16,538,总资产首破十万，预示金牛将来
150,2019/12/16,538,我买的是假股票，在医疗中领跌 大博
151,2019/12/16,538,唉
152,2019/12/16,538,没有，看我简介。
153,2019/12/16,538,
154,2019/12/16,538,得瑟
155,2019/12/16,538,买ST的，都是赌性重的。
156,2019/12/16,538,今天可以手中除科技股大涨外，小股也顺势涨了2个点，以前都不动弹的，已经非常非常开心了，我的目标是一万! ! ! 加油啊
157,2019/12/16,538,我也是两家重仓全绿
158,2019/12/16,538,兄弟，你这资金让我来操作，比你收益率高两倍
159,2019/12/16,538,啥也不说了，罗总，上酒，加菜
160,2019/12/16,538,无语了 这好的行情 一个跌1.59 一个跌2.7 我想骂人 还好重仓的涨了一个多点
161,2019/12/16,538,图片评论
162,2019/12/16,538,膜拜
163,2019/12/16,538,军工今天不错
164,2019/12/16,538,罗京越来越牛了，向你看齐
165,2019/12/16,538,账户上十万了
166,2019/12/16,538,牛逼啊，京哥！罗京指数突破10万点！
167,2019/12/16,538,牛散万岁
168,2019/12/16,538,按今天深市涨150多点回三分算，深市达25000点即解套
169,2019/12/16,538,你是故意有股票不让大家看到？呵呵，谁会稀罕啊
170,2019/12/16,538,大霄出来走两步
171,2019/12/16,538,再涨两天就可以出了，马上又要到3000点了。反复震荡。
172,2019/12/16,538,牛逼了。我快30万才赚这么点
173,2019/12/16,538,可以的
174,2019/12/16,538,万通智控银河系妖王
175,2019/12/16,538,太牛逼了，本来想跟你追深南电路的，股价太高，没敢
176,2019/12/16,538,恭喜罗兄弟突破10大关
177,2019/12/16,538,牛逼
178,2019/12/16,538,持仓全红
179,2019/12/16,538,激进一点呀
180,2019/12/16,538,热烈祝贺罗京总资产突破10万大关，距离回本又前进一大步。
181,2019/12/16,538,嘿嘿，我周五加今天赚了2万4
182,2019/12/16,538,垃圾牛开启，业绩不行只能抄垃圾，A股回归本色。
183,2019/12/16,538,牛逼
184,2019/12/16,538,最近每天几十万收入 你讲反话 良心不会痛吗
185,2019/12/16,538,那个赚钱的票被你隐藏了
186,2019/12/16,538,每天评论中几百个“老师”指点，再不开窍我都不好意思了。
187,2019/12/16,538,兄弟可以啊
188,2019/12/16,538,明天不出绝对会赔出去
189,2019/12/16,538,回本路漫漫
190,2019/12/16,538,牛逼了
191,2019/12/16,538,我说下午到10W吧！
192,2019/12/16,538,卧槽！卧槽！卧槽！可惜我今天大盘都没跑赢，哎。。。
193,2019/12/16,538,好奇怪，大盘每次普涨我都被主力盯上了吗，为什么每次大盘涨我的持仓就跌，
194,2019/12/16,538,恭喜罗京突破十万大关
195,2019/12/16,538,恭喜恭喜成为6位数老总
196,2019/12/16,538,瞎买，瞎留！
197,2019/12/16,538,一个多月了，自己的票买在低点套在高点，就不知有没有跑赢过大盘两次，上个星期五涨了0.3左右，今天涨了0.9左右，两天的大涨自己的票还跑不赢大盘，主要是自己不是追高去买的票，快疯了
198,2019/12/16,538,恭喜
199,2019/12/16,538,你这都让手续费扣完了
200,2019/12/16,538,超级大牛市来了，什么都不要说了，买老婆去了
201,2019/12/16,538,娃娃 我有点嫉妒你了
202,2019/12/16,538,左手倒右手的所谓北上资金
203,2019/12/16,538,原来散户当中，也能出股神。
204,2019/12/16,538,沪股通流入22亿，港股通流出44亿你们说是流入还是出？
205,2019/12/16,538,调整了快一年了，这次能向上突破了吧？
206,2019/12/16,538,挣了两只羊，厉害厉害
207,2019/12/16,538,希望今年能够回本，
208,2019/12/16,538,可以啊
209,2019/12/16,538,跑赢了罗京指数
210,2019/12/16,538,没跑赢大盘，不过赚了就好
211,2019/12/16,538,牛市真的来了
212,2019/12/16,538,开始6000点大牛市
213,2019/12/16,538,买啥啥跌，卖啥啥涨，涨起来永远跑不过大盘TNND
214,2019/12/16,538,图片评论
215,2019/12/16,538,罗牛市来了。
216,2019/12/16,538,今年最大的目标就是回本！
217,2019/12/16,538,给我操作
218,2019/12/16,538,为大A点赞
219,2019/12/16,538,不错！不错！牛市快1年了！从最低已涨500个点了
220,2019/12/16,538,厉害
221,2019/12/16,538,老哥你的坑有点深啊
222,2019/12/16,538,腻害了
223,2019/12/16,538,我上周追了个妖股后就没盘感了，还好买了凯乐科技，两个账户加起来赚了7.8千
224,2019/12/16,538,我券商最后半小时少了一个点
225,2019/12/16,538,翻了2翻了，我骄傲了吗？
226,2019/12/16,538,你把我逗笑了
227,2019/12/16,538,牛逼
228,2019/12/16,538,你变了。你已不是我们认识的罗京了，
229,2019/12/16,538,这个排序是东方财富定的，我无法改变啊。
230,2019/12/16,538,今天跑输罗京
231,2019/12/16,538,买的大白马。上个星期五涨了1.5。今天跌了3.5。擦擦擦
232,2019/12/16,538,股神！
233,2019/12/16,538,京哥牛b了！
234,2019/12/16,538,哎 这行情竟然亏钱 十几年的老韭菜没长进啊
235,2019/12/16,538,我的一直都跑不赢大盘，上个星期五大涨自己的票只涨0.3个点左右，今天也是大涨自己的涨了0.9个点，加起来就1个点左右，快疯了
236,2019/12/16,538,拉长脖子候罗京，一见心惊，兄弟三千袋袋里放进，今晚安排的八珍九鼎，小酒儿一杯，甚是安心。
237,2019/12/16,538,是的罗京，我知道的罗京
238,2019/12/16,538,跟着老大挣钱
239,2019/12/16,538,我今天赚7w和你一样的本金
240,2019/12/16,538,越来越牛笔了，我是天天跑输大盘
241,2019/12/16,538,就不能说点好的吗
242,2019/12/16,538,你真牛，咱今天没亏就不错了！
243,2019/12/16,538,全是垃圾股
244,2019/12/16,538,可以
245,2019/12/16,538,我是菜鸟
246,2019/12/16,538,有可能
247,2019/12/16,538,唉，兄弟，我也一样，今天0.6个点利润，说不出话来了
248,2019/12/16,538,我今天也赚了，没京哥厉害！
249,2019/12/16,538,两万入场，第十一个交易日
250,2019/12/16,538,还好最后几分钟变红了。今天涨了两毛
251,2019/12/16,538,我以前也那么多市值，亏了不少，现在就3万，今天赚了1100
252,2019/12/16,538,卧槽，3000千多，厉害了
253,2019/12/16,538,你已变
254,2019/12/16,538,已经算不错的了，有些朋友 还嘲笑别人，呵呵
255,2019/12/16,538,四十也好意思发言
256,2019/12/16,538,差四千回本
257,2019/12/16,538,我能说我买的上证50的洛阳钼业除了跌，从来就不知道啥是涨
258,2019/12/16,538,吃面
259,2019/12/16,538,发红包一会就没了
260,2019/12/16,538,别做梦了，一日游行情。
261,2019/12/16,538,恭喜罗京突破十万大关
262,2019/12/16,538,割掉st吧，浪费时间。
263,2019/12/16,538,你们回本了，那谁亏了？
264,2019/12/16,538,恭喜罗京兄弟！
265,2019/12/16,538,不错
266,2019/12/16,538,大伙小心了
267,2019/12/16,538,收益不错
268,2019/12/16,538,你这资金太分散了
269,2019/12/16,538,为何不买南京证券？
270,2019/12/16,538,春季行情提前启动了，搞不好过完年直接大涨，我已经感觉到慢牛的气息了。
271,2019/12/16,538,今天没赚钱的，那选股水平太差
272,2019/12/16,538,大涨啊！举国同庆！
273,2019/12/16,538,牛逼
274,2019/12/16,538,明天又亏了。
275,2019/12/16,538,你这么有才，炒股可惜了。
276,2019/12/16,538,抄退市股。
277,2019/12/16,538,科技股今天属于补涨
278,2019/12/16,538,恭喜京哥身价提高。
279,2019/12/16,538,牛逼
280,2019/12/16,538,亏了50%
281,2019/12/16,538,我最近全换了科技股，也是红了好几天
282,2019/12/16,538,那不如买指数基金
283,2019/12/16,538,我是补涨，周五我亏了两百多，大家那天都赚啊。
284,2019/12/16,538,今天跑赢罗京指数的看看有多少？
285,2019/12/16,538,罗京带领A股
286,2019/12/16,538,全是垃圾怎么跑赢大盘啊
287,2019/12/16,538,罗京指数大涨，牛市即将到来！我跟着罗京老师买入300股深南电路，A股的股友们，赶紧买入大牛股深南电路，长期持有！支持的粉丝们点赞哦
288,2019/12/16,538,上次我就说罗京换套路了，开始赚钱盈利了
289,2019/12/16,538,哈哈，好逗啊
290,2019/12/16,538,你自个想吧，自己数据都没搞明白呢
291,2019/12/16,538,相对上一个三千点，股价相差30%几
292,2019/12/16,538,才八个点，还有一个月，这都不能回本？
293,2019/12/16,538,问题是你本金才几块钱啊！翻个倍又做得了啥！
294,2019/12/16,538,10倍妖股
295,2019/12/16,538,高手
296,2019/12/16,538,我也是，追了妖股节奏都乱了。妖股还没赚钱
297,2019/12/16,538,恭喜我兄弟今天赚大钱
298,2019/12/16,538,A股应该给投资者信心信任，不能长期低迷还增发不断，应该让投资者获利才有发展希望
299,2019/12/16,538,好惨啊，抄底韦尔股份巨亏两百，迈诚科技割肉就涨停
300,2019/12/16,538,这个行情让我想起了年初，局势不稳，大家都很谨慎不全仓，涨了一点，都以为牛市来了，然后全仓杀进，所以多了很多一直想回本的人
301,2019/12/16,538,申万宏源你肯定图便宜买的，我也是，这垃圾是。。。无语
302,2019/12/16,538,我看到天业亏成这样我会失眠的。
303,2019/12/16,538,下一只万集科技
304,2019/12/16,538,说明今天是散户行情，游资拉动小票，大概率是一日游，小心。
305,2019/12/16,538,重点是量能比低点翻倍了，量能是关键，最起码博反弹没问题。
306,2019/12/16,538,买到了农业股，惨不忍睹，浪费了两天的大好行情
307,2019/12/16,538,今天托亚威股份的福，二万五千股拿了一个月了。
308,2019/12/16,538,你也太穷了吧。。。
309,2019/12/16,538,牛逼啊 大跨越
310,2019/12/16,538,我买基金看不看都有125的收益都不知道你咋炒的股
311,2019/12/16,538,你的盈利不错啊
312,2019/12/16,538,可以按照收益排序的，继续装
313,2019/12/16,538,是不是现在20万了
314,2019/12/16,538,恭喜恭喜
315,2019/12/16,538,说的就是我
316,2019/12/16,538,你抓住妖狐了！
317,2019/12/16,538,这个资产有点多
318,2019/12/16,538,我笑而不语
319,2019/12/16,538,没抓住科技股和券商的不能去追了啊，风险太大，只能等了。
320,2019/12/16,538,罗兄弟应了这一句：踏花归去马蹄香，一日观尽长安花。
321,2019/12/16,538,高手
322,2019/12/16,538,比我造孽！
323,2019/12/16,538,跟着罗老师吃肉！
324,2019/12/16,538,圈圈
325,2019/12/16,538,流入越来越少，开始溜之大吉了哈，见顶指日可待！
326,2019/12/16,538,那你满仓去
327,2019/12/16,538,罗总好
328,2019/12/16,538,厉害，向你学习
329,2019/12/16,538,喜迎罗京兄弟今日赚千元，热烈欢迎加入老韭菜站队，全体起立，鼓掌
330,2019/12/16,538,万里长城今尤在，不见当年亏损罗
331,2019/12/16,538,总要见好就收吧！
332,2019/12/16,538,罗京你已经脱离了散户队伍
333,2019/12/16,538,外资大赢
334,2019/12/16,538,胎压监测万亿市值
335,2019/12/16,538,慢牛开启
336,2019/12/16,538,追高了
337,2019/12/16,538,唉
338,2019/12/16,538,我是你一半的本，赚了几百。。
339,2019/12/16,538,今天真是太爽了
340,2019/12/16,538,近一年的战果
341,2019/12/16,538,请不要收盘呀
342,2019/12/16,538,自选个股没涨赢大盘指数的请点赞
343,2019/12/16,538,已经清仓了
344,2019/12/16,538,俺的东方通咋样
345,2019/12/16,538,厉害了，上午刚说你这周上十万，没想到下午就到了
346,2019/12/16,538,st天业是踩雷了！没办法
347,2019/12/16,538,哈哈，希望吧
348,2019/12/16,538,你买个退市股看看，一般人买不了
349,2019/12/16,538,京哥我不能再跟你玩了 你居然赚这么多
350,2019/12/16,538,悲哀
351,2019/12/16,538,你这总资产牛逼了
352,2019/12/16,538,运气好而已
353,2019/12/16,538,恭喜冲10成功！
354,2019/12/16,538,你已经脱离群众成了牛散了！
355,2019/12/16,538,恭喜恭喜
356,2019/12/16,538,我没赚，买的还是上证50的票。还被套了20个点出头，你说牛逼不
357,2019/12/16,538,同道中人啊
358,2019/12/16,538,轮到茅台亏了
359,2019/12/16,538,个股像狗样
360,2019/12/16,538,不错，很快了
361,2019/12/16,538,兄弟你这点票子不适合入市啊买点基金吧
362,2019/12/16,538,图片评论
363,2019/12/16,538,你是几百万啊？
364,2019/12/16,538,北向外资边拉边出货
365,2019/12/16,538,母牛来了
366,2019/12/16,538,有生之年居然能看到回本
367,2019/12/16,538,全仓一个，怎么想的？
368,2019/12/16,538,被st了吧？
369,2019/12/16,538,一顿操作猛如虎，到头来还是亏损。
370,2019/12/16,538,土豪
371,2019/12/16,538,今天全部卖完了，无股一身亲
372,2019/12/16,538,南京银行，每年分红多不？
373,2019/12/16,538,两根阳线改变信仰，快冲呀，牛市来了，6000点起步价。
374,2019/12/16,538,马上就成百万富翁了
375,2019/12/16,538,眼睁睁地看你资产六位数，羡慕嫉妒啊
376,2019/12/16,538,厉害了，继续努力
377,2019/12/16,538,目测第三只是浪潮信息
378,2019/12/16,538,知道手续费有最低要求吗？
379,2019/12/16,538,来，给我点，我穷人，还被套
380,2019/12/16,538,还是你牛！和我赚的一样多
381,2019/12/16,538,我的两个股大涨两分 可能真的买到垃圾股了
382,2019/12/16,538,牛散。。。
383,2019/12/16,538,恭喜恭喜，
384,2019/12/16,538,罗京指数今日突破十万点报收于100235.52点。比上个交易日大幅上涨3228点。
385,2019/12/16,538,牛批
386,2019/12/16,538,大霄今夜继续无眠！
387,2019/12/16,538,试了下，不行啊，而且如果真可以，我那样晒出来，又会有很多人说，为什么只晒挣钱的，图谋不轨。
388,2019/12/16,538,
389,2019/12/16,538,你这进帐2万，3点都没到啊
390,2019/12/16,538,今天还不错
391,2019/12/16,538,但愿能让我也睡不着！
392,2019/12/16,538,有红票能干
393,2019/12/16,538,确实操作猛如虎
394,2019/12/16,538,怎么还没亏完
395,2019/12/16,538,每天就为了看罗京
396,2019/12/16,538,最近一个月换了科技股 翻倍了 诶 得理不饶人啊
397,2019/12/16,538,希望能够如愿
398,2019/12/16,538,每一年的12月下旬都是一波小牛市，一路上涨翻红！立贴为证
399,2019/12/16,538,你这账号是来搞笑的吗？
400,2019/12/16,538,八十万市值，盈利低于两万，就得考虑了
401,2019/12/16,538,买的都是什么鬼股票！
402,2019/12/16,538,和我上星期五一样，但是今天才盈利260
403,2019/12/16,538,有一说一，今天确实不错
404,2019/12/16,538,平时没注意，今天一看股票，绝大部分的个股都有融资功能了，这是来不及了。
405,2019/12/16,538,考，这资产牛批，不够手续费的
406,2019/12/16,538,我的个股很稳定的趴着，大盘有什么了不起。我就是不跟
407,2019/12/16,538,这个好，等海信电器回本我也清仓了，不玩了
