,日期,评论
130,2019/12/15,　　本周末影响市场的重要资讯有：中美就第一阶段经贸协议文本达成一致；中财办、多个部委高层解读中央经济工作会议；证监会发布《上市公司分拆所属子公司境内上市试点若干规定》；沪深300股指期权12月23日上市；证监会核发2家企业IPO批文等。　　宏观经济　　《求是》发表习近平重要文章《推动形成优势互补高质量发展的区域经济布局》　　12月16日出版的第24期《求是》杂志将发表中共中央总书记、国家主席、中央军委主席习近平的重要文章《推动形成优势互补高质量发展的区域经济布局》。文章强调，要根据各地区的条件，走合理分工、优化发展的路子，落实主体功能区战略，完善空间治理，形成优势互补、高质量发展的区域经济布局。　　李克强主持召开国务院会议 通过《外商投资法实施条例(草案)》　　国务院总理李克强12月12日主持召开国务院常务会议，通过《中华人民共和国外商投资法实施条例(草案)》，实化促进和保护外商投资的措施；部署推动进一步降低小微企业综合融资成本。会议指出，要贯彻中央经济工作会议精神，明年实现普惠小微贷款综合融资成本再降0.5个百分点，贷款增速继续高于各项贷款增速，其中5家国有大型银行普惠小微贷款增速不低于20%。　　中美就第一阶段经贸协议文本达成一致　　经过中美两国经贸团队的共同努力，双方在平等和相互尊重原则的基础上，已就中美第一阶段经贸协议文本达成一致。协议文本包括序言、知识产权、技术转让、食品和农产品、金融服务、汇率和透明度、扩大贸易、双边评估和争端解决、最终条款九个章节。同时，双方达成一致，美方将履行分阶段取消对华产品加征关税的相关承诺，实现加征关税由升到降的转变。　　国务院关税税则委员会：暂不实施对原产于美国的部分进口商品加征关税措施　　为落实中美双方近日关于经贸问题的磋商结果， 根据《中华人民共和国海关法》《中华人民共和国对外贸易法》《中华人民共和国进出口关税条例》等法律法规和国际法基本原则，国务院关税税则委员会决定，对原计划于12月15日12时01分起加征关税的原产于美国的部分进口商品，暂不征收10%、5%关税，对原产于美国的汽车及零部件继续暂停加征关税。除上述措施外，其他对美加征关税措施继续按规定执行，对美加征关税商品排除工作继续开展。　　国新办就中美经贸磋商进展举行发布会　　国务院新闻办公室就中美经贸磋商有关进展情况举行发布会，请国家发展和改革委员会副主任宁吉喆，中央财经委员会办公室副主任、财政部副部长廖岷，外交部副部长郑泽光，农业农村部副部长韩俊，商务部副部长兼国际贸易谈判副代表王受文介绍中美经贸磋商有关进展情况，并答记者问。　　央行：坚持稳健的货币政策要灵活适度 拟于近期召开年度工作会议　　12月13日，人民银行召开党委扩大会议，传达学习中央经济工作会议精神，研究部署贯彻落实意见。人民银行党委书记郭树清主持会议，党委副书记、行长易纲及党委其他成员出席会议。会议决定，拟于近期召开人民银行年度工作会议，对全系统学习贯彻中央经济工作会议精神、做好2020年各项工作进行全面部署，提出具体要求。　　中财办、多个部委高层解读中央经济工作会议 透露哪些新信息？　　中央经济工作会议结束两天后，中财办及部委高层周六集体出现在同一会场，解读会议精神，他们透露了哪些重要信息？周六上午，由中国国际经济交流中心主办的2019-2020中国经济年会在北京召开。中央财经委员会办公室副主任韩文秀、国家发展改革委副主任宁吉喆在会上对中央经济工作会议精神进行了解读。　　全球市场　　外盘综述：欧美股市集体收涨 纳指标普续创收盘新高　　美国三大股指周五小幅收高，截止收盘，标普500指数收涨0.23点，涨幅0.01%，报3168.80点。道琼斯工业平均指数收涨3.33点，涨幅0.01%，报28135.38点。纳斯达克综合指数收涨17.56点，涨幅0.20%，报8734.88点，其中纳指、标普500指数续创收盘新高。　　英国保守党以绝对优势赢得大选 欧盟：希望“脱欧”协议尽快通过　　在约翰逊及其保守党获得大选胜利后，当地时间13日，欧洲理事会主席查理·米歇尔对约翰逊表示了祝贺，并希望英国议会可以尽快通过“脱欧”协议相关法案。欧盟已经做好准备将和英国就未来的紧密合作关系展开谈判。　　金融资本　　证监会发布《上市公司分拆所属子公司境内上市试点若干规定》　　为深化金融供给侧结构性改革，充分发挥资本市场功能，激发市场活力，证监会发布《上市公司分拆所属子公司境内上市试点若干规定》，自发布之日起施行。下一步，证监会将依法支持上市公司符合实际发展需要的分拆，促进上市公司质量提升，同时加强对分拆行为的全流程监管，严厉打击“忽悠式”分拆、虚假分拆、炒作分拆概念等市场乱象以及内幕交易、操纵市场等违法违规行为。　　央行、外管局对《境外机构投资者境内证券投资资金管理规定》征求意见　　为落实取消投资额度限制后对合格境外机构投资者及人民币合格境外机构投资者境内证券投资进行资金管理和风险防范的相关要求，根据《中华人民共和国中国人民银行法》、《中华人民共和国外汇管理条例》及相关规定，中国人民银行、国家外汇管理局起草了《境外机构投资者境内证券投资资金管理规定(征求意见稿)》，现向社会公开征求意见。　　必看！明年资本市场有哪些改革任务？证监会划重点　　12月13日，证监会党委书记、主席易会满主持召开党委(扩大)会议，传达学习中央经济工作会议精神，并就证监会系统贯彻落实工作进行部署。会议提出六方面重点举措，勾勒明年资本市场改革任务。　　A股迎首个股指期权 吸引长期资金入市又一利器！沪深300股指期权23日上市　　沪深300股指期权上市交易获批。12月13日晚间，中金所发布公告称，经中国证监会批准，中金所将于2019年12月23日开展沪深300股指期权上市交易。这开启了我国期权市场指数期权发展的序幕，这将是我国资本市场第一个上市的指数期权产品，标志着我国多层次资本市场建设取得新进展。　　产业经济　　交通运输部正研究起草《粤港澳大湾区综合立体交通网规划纲要》　　交通运输部会同广东省、深圳市政府及铁路、民航、邮政等部门成立推进粤港澳大湾区交通运输发展工作组，并印发《交通运输部关于支持粤港澳大湾区交通运输发展的实施意见》，目前正在研究起草《粤港澳大湾区综合立体交通网规划纲要》。　　央行：坚持“房子是用来住的、不是用来炒的”定位 统筹做好房地产金融调控　　13日，央行召开党委扩大会议，强调做好明年的金融工作，要按照中央经济工作会议精神，突出以下重点：进一步改善信贷结构，加大金融对制造业和民营小微企业的支持力度，增加制造业中长期融资，建立较为完善的民营和小微企业融资支持政策制度体系。坚持“房子是用来住的、不是用来炒的”定位，统筹做好房地产金融调控。　　银保监会：完善房地产融资统计和监测体系 严厉打击各类违规行为　　12月13日，银保监会党委书记、主席郭树清同志主持召开党委扩大会议，传达学习中央经济工作会议精神。会议要求，稳妥处置高风险金融机构。持续加大不良资产核销力度，对影子银行业务进行一致性、穿透式、全覆盖监管，坚决清理整顿各类假创新、伪创新。分类处置重点金融控股集团风险。完善房地产融资统计和监测体系，严厉打击各类违规行为。持续推进网络借贷等互联网金融风险整治，坚决遏制非法集资等非法金融活动高发势头。　　海南省旅文厅：赛马运动指导意见已报审 内容及时间表不公开　　近日，有消息称海南省赛马发展指导意见初稿已提交到省政府。澎湃新闻向海南省政府热线询问相关情况时，海南省旅游和文化广电体育厅规划处回复称，因规划部分内容已依法定级为秘密级，所以后续工作、推进时间等保密，不予以公开。　　公司聚焦　　证监会核发2家企业IPO批文　　近日，证监会按法定程序核准了以下企业的首发申请：侨银环保科技股份有限公司，深圳市铂科新材料股份有限公司。上述企业及其承销商将分别与交易所协商确定发行日程，并陆续刊登招股文件。　　华为再传重磅消息 拿下挪威5G市场！挪威电信：没理由推迟与华为合作　　12月14日，证券时报·e公司记者从华为获证实，挪威电信公司将在5G网络建设中将继续使用中国供应商华为公司的设备，同时新增瑞典的爱立信公司为5G供应商。挪威电信总裁兼首席执行官西格韦·布雷克说，公司未来4至5年内将改造网络，在此过程中，挪威电信将继续使用现有供应商华为公司的设备来维护4G网络并将部分地区网络升级到5G。　　(仅供投资者参考，不构成投资建议；股市有风险，投资需谨慎。)
131,2019/12/15,中信建投重回31.86
132,2019/12/15,醒醒，问题是有没钱
133,2019/12/15,看涨
134,2019/12/15,看样子不是短期拉升
135,2019/12/15,涨停板接货怎么样？
136,2019/12/15,牛市确立，明天又是大涨，鉴定完毕
137,2019/12/15,新华网周线刚刚发出买入信号，符合右侧交易原则。
138,2019/12/15,哈哈賭贏了 上周三就滿倉了，而且是重倉長城證券。
139,2019/12/15,对
140,2019/12/15,3.6白混了
141,2019/12/15,挂涨停还能不能买到
142,2019/12/15,是卖不掉了
143,2019/12/15,涨吧 给点过年红包吧
144,2019/12/15,广大股民是在投资吗？还是投机？
145,2019/12/15,中嘉博创000889控股三家子公司且业务互不相干，是不是天然的分拆上市目标啊？
146,2019/12/15,题材股走起，多喜爱即将借壳上市开始翻倍行情
147,2019/12/15,题材股走起，多喜爱即将借壳上市开始翻倍行情
148,2019/12/15,题材股走起，多喜爱即将借壳上市开始翻倍行情
149,2019/12/15,券商开路爆拉！
150,2019/12/15,利好，海南赛马，知道什么股吗
151,2019/12/15,盈利的可以走了，亏本的继续拿着
152,2019/12/15,我屮这是真正利好000918
153,2019/12/15,涨幅不大，高位震荡，还会年前还会跌。
154,2019/12/15,周五已经兑现一部分了
155,2019/12/15,我相信：牛市真的开启了
156,2019/12/15,慢慢涨好些
157,2019/12/15,3
158,2019/12/15,特大利好，大家一定要赶快满仓配合机构减持套现，年末资金紧张啊，持股过年吧，明年股市可能会好的
159,2019/12/15,东信和平
160,2019/12/15,利好5g
161,2019/12/15,好，合作双赢
162,2019/12/15,利好5g 利好云计算 利好区块链
163,2019/12/15,好消息不断，明天股市会正常上涨！让广大股民的投资都有所回报，中国股市长远的良性的发展！
164,2019/12/15,所有评说你最明智
165,2019/12/15,本周末重大利好太多了，目不暇接，令股民眼花缭乱了，总之一个字-涨，两个字-大涨，三个字-涨起嗨！四个字-千股涨停
166,2019/12/15,好，下周大盘创今年新高。
167,2019/12/15,利好都在顶部的股票，因为顶部散户
168,2019/12/15,要多少，私下加百分3我就卖你
169,2019/12/15,我还想到减持
170,2019/12/15,利好周五兑现，周一谨防冲高回落。切不可追涨，而是考虑着减仓。
171,2019/12/15,买一送一全给你，要不？
172,2019/12/15,估计买不到了，能买到的都是垃圾股
173,2019/12/15,3200点
174,2019/12/15,我周五已卖
175,2019/12/15,3200点
176,2019/12/15,我周五跑啦
177,2019/12/15,幸亏周五满仓了，周一买不到股票了！
178,2019/12/15,上证明天要上3千，那券商必定大涨4个点以上
179,2019/12/15,明日明天稳了
180,2019/12/15,利好纺织服装业
181,2019/12/15,明天估计买不到了..上证指数一字涨停板
182,2019/12/15,买不到了，你规避风险必然要在盈利预期上降低
183,2019/12/15,明日大A将会出现千股涨停的奇观
184,2019/12/15,踏空的心理难受吧，挣钱的机会踏空的永远把握不住，这几天挣的太兴奋
185,2019/12/15,如果券商不发动，明天上证很难上3千点
186,2019/12/15,
187,2019/12/15,明天涨停
188,2019/12/15,时间过好慢啊，快点到明天吧！
189,2019/12/15,券商金融回调大幅下探 等韭菜割肉 周三拉一下全部引回来
190,2019/12/15,我割肉给你都行
191,2019/12/15,在牛市时大家都贪婪，在熊市是大家都恐惧，那你都是在牛市空仓，熊市满仓吗？
192,2019/12/15,不知道我的合力科技明天怎么样？
193,2019/12/15,牛
194,2019/12/15,利好苏奥传感。。哈哈
195,2019/12/15,这是实在的
196,2019/12/15,红塔证券能涨停嘛？？？
197,2019/12/15,3200
198,2019/12/15,利好神州数码
199,2019/12/15,大多数股票可能涨停
200,2019/12/15,利好中国外运，外贸龙头
201,2019/12/15,握手言和
202,2019/12/15,新华新华顶呱呱
203,2019/12/15,牛市第一枪打响！大象起舞搭台小股唱戏！扶稳做好！一路颠簸向上别被震下车了，2020持股以年为单位，否则一年到头又百忙
204,2019/12/15,那就做华贸物流和怡亚通吧
205,2019/12/15,券商拉升早上
206,2019/12/15,我上周超买的就是等你这种后知后觉的来接手
207,2019/12/15,新华新华振兴中华
208,2019/12/15,外高桥明天要起飞了，明天还可以买得到吗？
209,2019/12/15,利好跨境通
210,2019/12/15,最利好知识产权保护板块，该买其中哪支股票呢？我觉得可以闭着眼睛买，当然我会选择龙头新华网，龙二人民网也行。因为我国将进一步加大知识产权保护力度，进一步发挥好知识产权保护作为社会主义市场经济基石、作为创新驱动发展刚需、作为国际贸易标配的重要作用。
211,2019/12/15,明天争夺3000点
212,2019/12/15,利好大盘一字板
213,2019/12/15,对，不加曾，我们走大国风范。
214,2019/12/15,送你两个字
215,2019/12/15,国机汽车 概念龙头
216,2019/12/15,明天你要多少？我全给你
217,2019/12/15,我想还有其他顾虑没
218,2019/12/15,利欧股份，汽车板块涨停
219,2019/12/15,估计周一大盘大涨2%以上
220,2019/12/15,我手上给你，只要把我亏的7个点补上。
221,2019/12/15,002486，成本价给你
222,2019/12/15,高开后周五满仓的都给你，放心吧
223,2019/12/15,嘿嘿，还好没有卖掉
224,2019/12/15,高开后哪次没给你？
225,2019/12/15,今天 08:51 东方财富Android版中国资本市场正在走向成熟！个股涨跌由市场作决定！发表于: 航天长峰吧阅读 593
226,2019/12/15,双赢
227,2019/12/15,唉
228,2019/12/15,券商板块涨停了
229,2019/12/15,
230,2019/12/15,至今来了亲
231,2019/12/15,历史最大的利好 牛市开启
232,2019/12/15,利好卧龙地产600173
233,2019/12/15,等回本，等反弹，目前离赚钱绿太远，暂不考虑！先回一部分本就可以了！
234,2019/12/15,好票
235,2019/12/15,利好已兑现，就看周一表现了。
236,2019/12/15,你倒是贴个“至今”看看啊
237,2019/12/15,这应该是一个月收入吖
238,2019/12/15,千点行情大牛市来了，周一满上。
239,2019/12/15,
240,2019/12/15,还是市场先知先觉
241,2019/12/15,真好意思拿出来晒
242,2019/12/15,李大霄老师，又猜对了。我们又睡不着觉了。。
243,2019/12/15,周一大涨是必然的
244,2019/12/15,哥们，茅台估计周一还是资金抛售的对象之一。牛市不炒巳上天的股。
245,2019/12/15,还没开始涨呢
246,2019/12/15,这个可以有
247,2019/12/15,国内机构又要踏空了
248,2019/12/15,这次不是大家都觉得会涨，比如你！
249,2019/12/15,老牛B
250,2019/12/15,好！
251,2019/12/15,你有什么方法没，能否指点一二
252,2019/12/15,下周调整吧
253,2019/12/15,已满仓
254,2019/12/15,两年来的霉气明天终要散去
255,2019/12/15,2133
256,2019/12/15,無股一身輕……
257,2019/12/15,重大利好，千股涨停！
258,2019/12/15,诚信很重要，周一千股涨停！
259,2019/12/15,重大利好
260,2019/12/15,和谐世界，重大利好！
261,2019/12/15,漂亮
262,2019/12/15,重大利好
263,2019/12/15,明天还买的到股票吗？
264,2019/12/15,好
265,2019/12/15,重大利好!
266,2019/12/15,重大利好
267,2019/12/15,大金融周一集体涨停
268,2019/12/15,知道了。
269,2019/12/15,收藏了
270,2019/12/15,空仓！
271,2019/12/15,大金融周一集体涨停
272,2019/12/15,券商板块涨停了
273,2019/12/15,感觉周一要冲高回落
274,2019/12/15,特大利好.千股涨停
275,2019/12/15,明天还买的到股票吗？
276,2019/12/15,　　为落实中美双方近日关于经贸问题的磋商结果， 根据《中华人民共和国海关法》《中华人民共和国对外贸易法》《中华人民共和国进出口关税条例》等法律法规和国际法基本原则，国务院关税税则委员会决定，对原计划于12月15日12时01分起加征关税的原产于美国的部分进口商品，暂不征收10%、5%关税，对原产于美国的汽车及零部件继续暂停加征关税。除上述措施外，其他对美加征关税措施继续按规定执行，对美加征关税商品排除工作继续开展。　　中方希望，与美方在平等和相互尊重的基础上，共同努力，妥善解决彼此核心关切，促进中美经贸关系稳定发展。　　以下为公告全文：　　国务院关税税则委员会关于暂不实施对原产于美国的部分进口商品加征关税措施的公告　　税委会公告〔2019〕7号　　为落实中美双方近日关于经贸问题的磋商结果，根据《中华人民共和国海关法》《中华人民共和国对外贸易法》《中华人民共和国进出口关税条例》等法律法规和国际法基本原则，国务院关税税则委员会决定，暂不实施对原产于美国的部分进口商品的加征关税措施。有关事项如下：　　一、自2019年12月15日12时01分起，对《国务院关税税则委员会关于对原产于美国的部分进口商品(第三批)加征关税的公告》(税委会公告〔2019〕4号)附件2商品暂不实施税委会公告〔2019〕4号所规定的加征关税措施。即：对税委会公告〔2019〕4号附件2第一部分所列749个税目商品、第二部分所列163个税目商品，暂不征收税委会公告〔2019〕4号所加征10%的关税；对附件2第三部分所列634个税目商品、第四部分所列1815个税目商品，暂不征收税委会公告〔2019〕4号所加征5%的关税。实施时间另行通知。　　二、自2019年12月15日12时01分起，暂不实施《国务院关税税则委员会关于对原产于美国的汽车及零部件恢复加征关税的公告》(税委会公告〔2019〕5号)。即：自2019年12月15日12时01分起，对《国务院关税税则委员会关于对原产于美国的汽车及零部件暂停加征关税的公告》(税委会公告〔2018〕10号)附件1所列28个税目商品，继续暂停征收《国务院关税税则委员会关于对原产于美国500亿美元进口商品加征关税的公告》(税委会公告〔2018〕5号)所加征25%的关税；对税委会公告〔2018〕10号附件2所列116个税目商品，继续暂停征收《国务院关税税则委员会关于对原产于美国约160亿美元进口商品加征关税的公告》(税委会公告〔2018〕7号)所加征25%的关税；对税委会公告〔2018〕10号附件3所列67个税目商品，继续暂停征收《国务院关税税则委员会关于对原产于美国约600亿美元进口商品实施加征关税的公告》(税委会公告〔2018〕8号)所加征5%的关税。实施时间另行通知。　　国务院关税税则委员会　　2019年12月15日　　相关报道>>>　　重磅！中美就第一阶段经贸协议文本达成一致　　国际舆论——第一阶段经贸协议有助于缓解中美贸易紧张　　中美双方在知识产权领域达成了哪些共识？商务部回应　　外交部：中美合则两利、斗则俱伤 合作是唯一正确的选择　　财政部：中美经贸第二阶段磋商将取决于第一阶段协议的落实情况　　廖岷：中美第一阶段经贸协议将对全球经贸、投资和金融市场产生积极影响　　外交部部长王毅谈中美达成第一阶段经贸协议：对两国和世界是利好消息　　中美就第一阶段经贸协议文本达成一致——五部门有关负责人介绍中美经贸磋商有关进展
277,2019/12/15,我踏空了
278,2019/12/15,快点开盘，我好入场
279,2019/12/15,我也睡不着
280,2019/12/15,牛市来了
281,2019/12/15,利好，重大利好开启
282,2019/12/15,利好中兴通讯，明天拉涨停！！
283,2019/12/15,不踏空已经是牛人了。别说涨不涨
284,2019/12/15,大家都觉得会涨的时候，真不一定涨。
285,2019/12/15,大面积0-2个点
286,2019/12/15,大盘股和白马股未调整到位。
287,2019/12/15,这个月第一次盈利，上次还是三月份。亏了一年咯
288,2019/12/15,加仓干吧
289,2019/12/15,龙头安妮，不过最近光一科技的表现也很强势
290,2019/12/15,龙一安妮光一
291,2019/12/15,牛市来了，夜不能寐
292,2019/12/15,平等互利互惠。
293,2019/12/15,恭喜，明天上证指数和深证成指都一字板
294,2019/12/15,这7年估计你赚的钱不多
295,2019/12/15,中国股市气势如虹，高歌猛进！！！
296,2019/12/15,中国股市气势如虹，高歌猛进！！！
297,2019/12/15,算了一下，还有十二涨停板回本儿
298,2019/12/15,赞一个
299,2019/12/15,就因为是趴着的，启动后就慢慢起来了，难到等全部跳起来了才算开始启动啊，那已经是高潮了。
300,2019/12/15,嗯，小心驶得万年船，呵呵
301,2019/12/15,ETF了解一下，没有黑天鹅。
302,2019/12/15,这种利好就一天？你以为是个股。区块链都持续了一周。
303,2019/12/15,兄弟，借点给我
304,2019/12/15,加仓干，直上六千点。
305,2019/12/15,接我吧
306,2019/12/15,知识产权 安妮股份
307,2019/12/15,牛市来了，睡不着觉
308,2019/12/15,明天再涨五百点
309,2019/12/15,只有3成仓咋办呢？
310,2019/12/15,明天千股涨停板，未来3年牛市
311,2019/12/15,知识产权保护是创新驱动发展的“刚需”，是国际贸易的“标配”。世界知识产权组织的报告反映一个基本事实：中国高度重视知识产权保护，中国知识产权保护和技术创新正在形成良性互动，助力中国实现从技术引进向自主创新转型，为全球创新成果共享牵线搭桥，为人类科技进步输送动力。　　中国不断加强知识产权保护，推动技术创新为中国经济注入新活力。　　当前，知识产权已成为中国加快转变经济发展方式、保障和推动创新型国家建设的重要驱动力。
312,2019/12/15,周一千股涨停
313,2019/12/15,过年前超过美股
314,2019/12/15,守诺言
315,2019/12/15,大智慧，金证股份，冲冲冲
316,2019/12/15,6666
317,2019/12/15,转发了
318,2019/12/15,李大霄天天这么说
319,2019/12/15,红包盛宴，小散乐欢!
320,2019/12/15,那是小意思 要加倍的。
321,2019/12/15,看集合竞价期离岸的走势吧，也可能高开平走
322,2019/12/15,玉米大豆是主粮。。。
323,2019/12/15,牛市来了，明天我买的票全部涨停，直接涨停到翻倍咯
324,2019/12/15,明天冲高回落？
325,2019/12/15,干脆千股涨停，这么费神
326,2019/12/15,没有
327,2019/12/15,周一暴涨
328,2019/12/15,外资拿长线的，怎么会和国内资金一样鼠目寸光
329,2019/12/15,
330,2019/12/15,不焦虑是你下的本不够，房子都压上了你能睡着？
331,2019/12/15,给力
332,2019/12/15,药企的寒冬
333,2019/12/15,利好卧龙地产600173
334,2019/12/15,可能真会
335,2019/12/15,中科系列都是逗比
336,2019/12/15,已经两天两夜没睡觉了，咋还不开始，就等千股涨停是撒子样子，激动的心，颤抖的手，周一满仓中石油
337,2019/12/15,你出钱
338,2019/12/15,继续努力！突破3050
339,2019/12/15,好继续。
340,2019/12/15,我手上有，转让给你啊
341,2019/12/15,牛来了
342,2019/12/15,和谐的信号
343,2019/12/15,利好汽车零部件
344,2019/12/15,周末全是利好，看明天大A怎么表演
345,2019/12/15,这是要暴涨的节奏？
346,2019/12/15,周一大涨停。
347,2019/12/15,很好
348,2019/12/15,这啥意思啊
349,2019/12/15,好
350,2019/12/15,极好
351,2019/12/15,平等互利，解决争端。利好经济，利好股市。
352,2019/12/15,一锤定音，扫清做多资金心头的最后一丝疑虑! 牛市正式开启!
353,2019/12/15,重大利好
354,2019/12/15,重大利好千股涨停
355,2019/12/15,不错
356,2019/12/15,互联网金融起飞:赢时胜！
357,2019/12/15,好
358,2019/12/15,同意
359,2019/12/15,牛来了
360,2019/12/15,利好卧龙地产600173
361,2019/12/15,好，和则共赢
362,2019/12/15,哎呦，周一千股涨停
363,2019/12/15,千股涨停！！！
364,2019/12/15,牛皮
365,2019/12/15,美也应该取消大部分！
366,2019/12/15,合作共赢
367,2019/12/15,千股涨停吧
368,2019/12/15,漂亮，农业股集体涨停，汽车零部件股集体涨停
369,2019/12/15,科技
370,2019/12/15,金融板块下周又要起飞
371,2019/12/15,上周五的走势已经表现出来了，
372,2019/12/15,下周一开始农业种植，券商，港口，爆发。
373,2019/12/15,大盘重返3000点。
374,2019/12/15,科技股大涨，抢上3000
375,2019/12/15,特大利好，农业板块涨停！
376,2019/12/15,暂字是重点要考
377,2019/12/15,暂字画重点要考
