,time,author,comment,header
47,11月05日 ,安徽股友,"恒瑞医药PK海正药业VS药明康德,,,,600276恒瑞医药来讲海正只不过是半山腰上的小坡而尔，总之投资不是一帆风顺的，要耐得住寂寞,现在抗癌症药占比大约占总开支90%，未来业绩肯定好。像华北制药获6涨停，一个已经6涨停，一个还没有起步，压盘吸筹很明显，海正药业600267季报利润大增上万百分比17541%海正药业之前隐藏利润暴发出来了这么好的利润几年分红就翻本了，之前隐藏利润暴发出来了，5个板左右——净值率低，论背景，论产品种类，年产值远高于净值率低，基本面优、估值洼地、性价比高、超跌滞涨葩抗肿瘤药股海正药业600267年收入100多亿，长线买入，药店基本所有药最近涨3到5成，像抗肿瘤药平价药难求，都是高价药，未来业绩可期主要是做抗肿瘤药，海正药业非常非常蹊跷！首先，已经2年没有研究报告了，最近的研报都是2年前的。其次，这家公司每年收入105亿，净利润却只有1000多万，你不觉得很奇怪么？股价也是一直被打压，一般熊市都炒医药股，他没有被炒。这只股票非常值得跟着研究，隐藏利润出来了,这是暴发出来了，海正药业VS药明康德,,,,600276恒瑞医药,来讲只不过是半山腰上的小坡而尔净值率低，论背景，论产品种类，年产值远高于净值率低，基本面优、估值洼地、性价比高、超跌滞涨，基本面优、估值洼地、严重低估、性价比高、题材丰富、超跌滞涨、极具中长期投资价值,完全不同于价值与价格严重背离 (靠讲故事一飞冲天) 的泡沫股,现价在底部区域，是买入机会,机不可失,时不再来！现价买入后放心和安心中长期持有,必有厚报！","恒瑞医药PK海正药业VS药明康德,,,"
48,11月05日 ,浙江股友,海正600267与恒瑞医药一起干抗肿瘤药且专家一致认为具有价值的公司，前几年就是不涨，反观恒瑞医药翻几翻了，到底隐藏了多少年多少利润？前几年这家公司每年收入105亿，净利润却只有1000多万，你不觉得很奇怪么？股价也是一直被打压，一般熊市都炒医药股，他没有被炒。这只股票非常值得跟着研究，现在利润猛增百分之1万多，隐藏利润爆发出来了，按百分之一万，就分红很快收回股票投资，现在完全低股价。奇葩抗肿瘤药股海正药业600267年收入100多亿，长线买入，药店最近涨3到5成，未来业绩可期　主要是做抗肿瘤药，海正药业非常非常蹊跷！首先，已经2年没有研究报告了，最近的研报都是2年前的。其次，这家公司每年收入105亿，净利润却只有1000多万，你不觉得很奇怪么？股价也是一直被打压，一般熊市都炒医药股，他没有被炒。这只股票非常值得跟着研究，隐藏利润出来了,海正600267与恒瑞医药一起干抗肿瘤药且专家一致认为具有价
50,11月04日 ,北京股友,"<span class=""showStock"" id=""stock_sh600276"">恒瑞医药</span><span id=""quote_sh600276""></span>：1.<span class=""showStock"" id=""stock_sh600276"">恒瑞医药</span><span id=""quote_sh600276""></span>是弱中带强，看着今天收黑，其实震荡走高的走势一点没有改变，也如我们预期的再创新高。2.从目前的走势分析，价格还在5日线之上，KD也在钝化区，今天的高点还不是高点，在没有拉出一个长虹之前，预计短线暂时还不会回档整理。3.从扣抵的角度分析，恒瑞有回档遇到支撑，低吸的利润远远大于风险。<span id=""show_stock_str"" ></span>",恒瑞医药：1.恒瑞医药是弱中带强，看着今天收黑
51,11月04日 ,黑龙江股友,恒瑞高管和股民都是恒瑞的股东。股民每年都收获颇丰。高管也有股份为何不能卖点改善一下生活。买个别墅换个车子很正常。没必要大做文章，大惊小怪。何况每年减持的比例都很小。人才稳，公司才稳。大家看得见恒瑞的管理是很成功的。,恒瑞高管才减持600多万股，不到一个亿元就可以接走全部筹
53,11月03日 ,黑龙江股友,"<span class=""showStock"" id=""stock_sh600276"">恒瑞医药</span><span id=""quote_sh600276""></span>MACD无论是日线周线月线都是零轴上金叉向上，红线加长，因此无论短线，中线，长线都是越走越强，特别是连续三月每月成交量逐渐减少，股价是逐渐上涨，说明越来越多长线投资者在珍惜手上筹码，买进就长期持有不卖，相信大概率未来几个月股价都是缩量加速向上的，<span class=""showStock"" id=""stock_sh600276"">恒瑞医药</span><span id=""quote_sh600276""></span>筹码是珍贵的，是买进就不卖品，长线（最少持有五年以上的投资者）来说300元以下卖出都是只有追高买回珍贵的筹码。对<span class=""showStock"" id=""stock_sh600276"">恒瑞医药</span><span id=""quote_sh600276""></span>来说时间是复利的玫瑰。。。。。。<span id=""show_stock_str"" ></span>",恒瑞医药的股价无论唱多和唱空都不能左右股价的短期，中期
54,11月03日 ,河南股友,"转发                                                                                                                                                                                ◆                                                  ◆                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    十五里                                                                                                            发表于 2019-11-03 12:18:17                                                                                                                                              [财富号评论吧] 深圳建筑规划研究院，将借壳，<span class=""showStock"" id=""stock_sz300675"">建科院</span><span id=""quote_sz300675""></span>？                                                  一个月前，鄙人在深圳前海，小范围发表自己个人观点，老夫在深圳前海创投圈说过，深圳建筑<span class=""showStock"" id=""stock_sh603357"">设计总院</span><span id=""quote_sh603357""></span>，是<span class=""showStock"" id=""stock_sz300675"">建科院</span><span id=""quote_sz300675""></span>的体量的三倍，将会注入<span class=""showStock"" id=""stock_sz300675"">建科院</span><span id=""quote_sz300675""></span>，当时，很多大佬提出质疑，说，深圳建筑<span class=""showStock"" id=""stock_sh603357"">设计总院</span><span id=""quote_sh603357""></span>是深投控百分百控股，怎么会注入深远致控股的<span class=""showStock"" id=""stock_sz300675"">建科院</span><span id=""quote_sz300675""></span>呢，当时，老夫就说了三句话，第一，深远致的董事长是深圳国资委的副主任湖国斌，也就是说，深远致德董事长是深投控的王勇健董事长的领导，第二，<span class=""showStock"" id=""stock_sz300675"">建科院</span><span id=""quote_sz300675""></span>和深圳建筑规划研究院是同一个体系，同一个领域，国资委有严格的同业规避竞争以及资源整合的问题，第三，胡国斌曾经在2018年的10月亲自前往深圳建筑规划研究院，深投控的王勇健陪同前往……目的就是，尽快让深圳规划设计研究院登陆资本市场，让时间，来，验证，老夫的，超智商……个人吹牛，不要跟风，风险自负（来源：十五里的财富号 2019-11-03 12:18） [点击查看原文]<span id=""show_stock_str"" ></span>",转发
55,11月03日 ,黑龙江股友,"<span class=""showStock"" id=""stock_sh600276"">恒瑞医药</span><span id=""quote_sh600276""></span>MACD无论是日线周线月线都是零轴上金叉向上，红线加长，因此无论短线，中线，长线都是越走越强，特别是连续三月每月成交量逐渐减少，股价是逐渐上涨，说明越来越多长线投资者在珍惜手上筹码，买进就长期持有不卖，相信大概率未来几个月股价都是缩量加速向上的，<span class=""showStock"" id=""stock_sh600276"">恒瑞医药</span><span id=""quote_sh600276""></span>筹码是珍贵的，是买进就不卖品，长线（最少持有五年以上的投资者）来说300元以下卖出都是只有追高买回珍贵的筹码。对<span class=""showStock"" id=""stock_sh600276"">恒瑞医药</span><span id=""quote_sh600276""></span>来说时间是复利的玫瑰。。。。。。<span id=""show_stock_str"" ></span>",上证大盘受到MACD的60天线和120天线支撑后掉头向上
56,11月03日 ,山东股友,"转发                                                                                                                                                                                ◆                                                  ◆                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    宽宏海量                                                                                                            发表于 2019-11-03 12:52:28                                                                                                                                              [<span class=""showStock"" id=""stock_sz300675"">建科院</span><span id=""quote_sz300675""></span>吧] 整个股市3000多个股票，老夫最最看好<span class=""showStock"" id=""stock_sz300675"">建科院</span><span id=""quote_sz300675""></span>的盈利模式，还在大学时候，老夫就在当                                                  整个股市3000多个股票，老夫最最看好<span class=""showStock"" id=""stock_sz300675"">建科院</span><span id=""quote_sz300675""></span>的盈利模式，还在大学时候，老夫就在当年的中南工业大学小战股市，当年，老夫如果坚守茅台，2万块，今天也是价值接近800万，如今，整个股市，哪个企业会成为超级伟大的企业呢？我想，一定属于<span class=""showStock"" id=""stock_sz300675"">建科院</span><span id=""quote_sz300675""></span>，<span class=""showStock"" id=""stock_sz300675"">建科院</span><span id=""quote_sz300675""></span>不仅仅具有绝佳的盈利模式，科学的企业管理，最主要，<span class=""showStock"" id=""stock_sz300675"">建科院</span><span id=""quote_sz300675""></span>的董事长叶青，眼光，胸怀，格局，都是，超一流，两市，找不出第二个如此眼光，如此胸怀，如此格局，如此大气，如此气场，如此智慧的董事长……<span id=""show_stock_str"" ></span>",转发
57,11月03日 ,山东股友,"转发                                                                                                                                                                                ◆                                                  ◆                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    十五里                                                                                                            发表于 2019-11-02 23:48:16                                                                                                                                              [<span class=""showStock"" id=""stock_sh600208"">新湖中宝</span><span id=""quote_sh600208""></span>吧] 关于cnas，我来给火鸡们普及一下，<span class=""showStock"" id=""stock_sz300675"">建科院</span><span id=""quote_sz300675""></span>目前在建筑，桥梁，地铁……高架桥……等                                                  关于cnas，我来给火鸡们普及一下，<span class=""showStock"" id=""stock_sz300675"">建科院</span><span id=""quote_sz300675""></span>目前在建筑，桥梁，地铁……高架桥……等是唯一评估个诊断通过cnas认证的，这个门槛不是一大高，先别说费用，仅仅这个体系至少需要三年时间，也就是说，<span class=""showStock"" id=""stock_sz300675"">建科院</span><span id=""quote_sz300675""></span>在登录创业板之前，就开始了这个领域……还有整个南方地区唯一的cma认证……<span id=""show_stock_str"" ></span>",转发
0,11月03日 ,广东股友,马应龙600993 口红 雌伟哥　马应龙痔疮膏和马应龙眼药成美国“网红神药” 中国药妆第一品牌 深圳股神林园最喜欢的股票 业绩暴增 第一目标位30元 长线会上50元　有眼药的股都是大黑马 比如兴齐.眼药从10多元最近高百元,重点有眼药  网红神药｜神药风靡美国 老外：中国神药应该
1,11月02日 ,<a href='/u/1109112377' title='曾经年轻过1109112377'>曾经年轻过110911</a>,四位大股东从11月25日开始减持66万多股，对恒瑞有影响吗？,四位大股东从11月25日开始减持66万多
2,11月02日 ,河北股友,"10月30日，泽璟制药顺利过会，创下了A股ipo第一家亏损企业，在经过三轮问询后，通过考核顺利登陆科创板，再创A股里程碑！泽璟制药，成立于2009年。是专注治疗肿瘤，血液等药物研发企业，大家都知道目前肿瘤死亡率极高，但是尚未有药物可以治疗，可见公司前景非常好。但是这类企业研发开始往往是烧钱，并且烧钱了还不一定能成功。目前市场上们还没有治疗肿瘤的药品，所以公司没有营收。导致公司连续亏损，截止今年中旬，公司已经连续亏损三年多，累计亏损超10亿。但是科创板第五套上市标准：预计市值不低于人民币40亿。那么这无疑对泽璟制药的利好。随即就开创了，0收入、连年亏损还能顺利过会上市的企业。据了解，经过几轮融资，有?民生人寿，北极光创投，深圳创投等数十家知名风投，还有东吴创新持股近1.1%，<span class=""showStock"" id=""stock_sz000758"">中色股份</span><span id=""quote_sz000758""></span>、联想控股、<span class=""showStock"" id=""stock_sz000876"">新希望</span><span id=""quote_sz000876""></span>通过民生人寿持有公司2.8%股权。股东名单可谓庞大。现在A股上市的肿瘤药物研发企业，就只有<span class=""showStock"" id=""stock_sh600276"">恒瑞医药</span><span id=""quote_sh600276""></span>。<span class=""showStock"" id=""stock_sh600276"">恒瑞医药</span><span id=""quote_sh600276""></span>上市于2000年，上市第二年股价急剧下跌，破发后继续下跌到最低价7.44元，最近几年走势可圈可点，近期表现不错，目前总市值4091亿。<span class=""showStock"" id=""stock_sh600276"">恒瑞医药</span><span id=""quote_sh600276""></span>研发抗肿瘤药，手术麻醉和心血管病等，和泽璟制药专注治疗肿瘤、血液还有点不一样。从主营业务上看，泽璟制药很有可能追上<span class=""showStock"" id=""stock_sh600276"">恒瑞医药</span><span id=""quote_sh600276""></span>，甚至超越，前景非常不错。<span class=""showStock"" id=""stock_sh600276"">恒瑞医药</span><span id=""quote_sh600276""></span>是沪市主板企业，而泽璟制药是在科创板上市，走势上应该也大不相同。对比港股上市的中国生物制药和石药集团。可以发现：前期走势大径相同，都是小幅度整理或者回调，但从长期趋势看，都有很高的投资价值，目前中国生物制药总股本125.88亿，石药集团总股本62.36亿。纵观所有的制药行业，新药研发确实是一个烧钱的工作，但一旦一款新药研发成功一般也会带来不小的回报，对于投资人来说基本就是一场赌博，高风险高回报的投资人可以尝试，而非专业的普通投资者基本是眼前一抹黑，看不清的情况下最好的选择就是管住自己的手。我们投资者投资股票买的是未来，不是买现在。估值是个难以弄懂的东西，以现在的价值给估值会让股票欠缺想象力和成长性。以未来的价值给估值，会让股票充满泡沫。所以大多数股票的股价，始终围绕现在价值的上下波动，未来越不清晰的公司，波动的越大。另一方面是看市场的情绪，如果该股票上市被爆炒，没有人关心他的业绩了，那么随时做好止盈止损。对待初创期亏损的医药公司，大部分投资者都不具备能够清晰洞察公司未来走向的能力，尤其在医药这个专业性极强的领域。所以，我建议对待此类标的，应该予以观望比较好。而那些公认的行业龙头医药研发企业，公司经营模式稳定，产品线比较清晰，资料也足够充分，更加适合普通投资者关注。（来源：散户和大户的区别的财富号 2019-11-02 12:40） [点击查看原文]<span id=""show_stock_str"" ></span>",营收为0、巨亏10亿的泽璟制药IPO通过
3,11月02日 ,陕西股友,"巴菲特的股票投资中，他选的7只超级明星股，只投资了40多亿美元，就赚了280亿美元，占了他股票投资总盈利的9成左右，可见，一只优质股胜过100只甚至1000只垃圾股，巴菲特说:对于每一笔投资，你都应该有勇气和信心！如果今年只要年初投资<span class=""showStock"" id=""stock_sh600036"">招商银行</span><span id=""quote_sh600036""></span>，<span class=""showStock"" id=""stock_sh601318"">中国平安</span><span id=""quote_sh601318""></span>，<span class=""showStock"" id=""stock_sh600276"">恒瑞医药</span><span id=""quote_sh600276""></span>，<span class=""showStock"" id=""stock_sh600436"">片仔癀</span><span id=""quote_sh600436""></span>，<span class=""showStock"" id=""stock_sz000333"">美的集团</span><span id=""quote_sz000333""></span>，<span class=""showStock"" id=""stock_sz000651"">格力电器</span><span id=""quote_sz000651""></span>等既然里面有一些小亏，但是组合来说，收益年华在30%以上是大概率事件<span id=""show_stock_str"" ></span>",巴菲特的股票投资中，他选的7只超级明星股
4,11月02日 ,浙江股友,"转发                                                                                                                                                                                ◆                                                  ◆                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    十五里                                                                                                            发表于 2019-11-02 09:31:49                                                                                                                                              [<span class=""showStock"" id=""stock_sz300675"">建科院</span><span id=""quote_sz300675""></span>吧] 今晚，本人将会从上市企业公司法，证券法，股权架构多角度深入分析<span class=""showStock"" id=""stock_sz300675"">建科院</span><span id=""quote_sz300675""></span>，<span class=""showStock"" id=""stock_sz300675"">建科院</span><span id=""quote_sz300675""></span>目前                                                  今晚，本人将会从上市企业公司法，证券法，股权架构多角度深入分析<span class=""showStock"" id=""stock_sz300675"">建科院</span><span id=""quote_sz300675""></span>，<span class=""showStock"" id=""stock_sz300675"">建科院</span><span id=""quote_sz300675""></span>目前董事会四个席位，近期很可能增加一个席位，因为，因为，莫福光一个月前突然辞职，那时候，老朽就在深圳创投圈断定，英龙集团减持一定到5%以下，但是由无限接近5%，同时，目前<span class=""showStock"" id=""stock_sz300675"">建科院</span><span id=""quote_sz300675""></span>四个董事会席位，两个来自<span class=""showStock"" id=""stock_sz300675"">建科院</span><span id=""quote_sz300675""></span>，一个来自深远致，一个来自<span class=""showStock"" id=""stock_sz000931"">中关村</span><span id=""quote_sz000931""></span>，我想，即将增加的这个一定来自深远致，那时候，就是外部仅仅1个席位，低于三分之一，所以，深圳的有史以来最伟大的借壳，进入，倒计时……<span id=""show_stock_str"" ></span>",转发
5,11月01日 ,北京股友,"恒瑞周线：1.强者恒强的<span class=""showStock"" id=""stock_sh600276"">恒瑞医药</span><span id=""quote_sh600276""></span>，屡创新高，目前来到周线布林上轨压力区，追高注意风险。从技术线型来看，没有跌破5周线之前，回档都还是有价差买点。2.从KD结构分析，目前还在强势钝化中，按KD通则，还有新高可期。日线：1.昨天我们也说了今天恒瑞只能涨不能跌，尽快收复上影线，基本上今天恒瑞都满足了条件，目前上涨走势没有任何改变。2.从价的角度回档整理只要不破短线转弱价89.5元，属于强势整理，强势整理必创新高，从KD指标分析，KD钝化中，按KD钝化通则，还有高点，在KD没有跌破80以前，回档都是找买点做价差。3.从扣抵的角度分析，恒瑞多头走势继续中，回档遇重要支撑，尽量做多。<span id=""show_stock_str"" ></span>",恒瑞周线：1.强者恒强的恒瑞医药，屡创新高
6,11月01日 ,湖北股友,"<span class=""showStock"" id=""stock_sh600276"">恒瑞医药</span><span id=""quote_sh600276""></span>：一个字：逃！绝对只能看，不能买的股票。里面散户速逃，外面散户不要进。这种位置就是赌博，而不是炒股，散户只能看着庄家自己表演……所谓妖股都是在山顶制造气氛，放巨量对导诱多出货，就像之前48元的中石油跌到6元，40元的<span class=""showStock"" id=""stock_sh601766"">中国中车</span><span id=""quote_sh601766""></span>跌到7元一样，5年内没有解套的可能……像之前100元时的<span class=""showStock"" id=""stock_sz000025"">特力A</span><span id=""quote_sz000025""></span>，要跌回20元，100元买入的，5年内没有解套的可能……<span class=""showStock"" id=""stock_sh600718"">东软集团</span><span id=""quote_sh600718""></span>，不算妖股，但也算之前的强势股，32元跌到11元，32的套，若大盘涨到6000点，解套机会也很渺茫，大盘稍差，东软要跌到5元……而现在的 <span class=""showStock"" id=""stock_sh600276"">恒瑞医药</span><span id=""quote_sh600276""></span> 和以上3个股的共同特点都是创历史新高，也就是绝对山顶，一旦被套永远没有解套的机会，90元，长线要跌回50元，甚至20元，如果跌出极限，股价打1折，跌到9元，打0.5折跌到4.5元都有可能，当然不会一步就跌到位，连续两三个，五六个一字跌停板之后，再一路阴跌，跌透了之前没有任何值得抄底的大反弹，长线1年甚至几年内不要碰以上这种股……就一个字：逃！<span id=""show_stock_str"" ></span>",恒瑞医药：一个字：逃！绝对只能看，不能买的股票
7,11月01日 ,重庆股友,"转发                                                                                                                                                                                ◆                                                  ◆                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    十五里                                                                                                            发表于 2019-10-31 17:32:01                                                                                                                                              [<span class=""showStock"" id=""stock_sh600208"">新湖中宝</span><span id=""quote_sh600208""></span>吧] 有一位来自浙江杭州的老股民私信我，很想登门拜访我，其实，半年来，这样的老火鸡不少                                                  有一位来自浙江杭州的老股民私信我，很想登门拜访我，其实，半年来，这样的老火鸡不少，为何，老夫如此深受老股民尊敬和崇拜呢，其实，我的性格就决定了我的独到眼光，比如，目前整个中国公认的最牛股民是来自浙江的徐翔，宁波人，我很荣幸和徐翔同年同月，至于是否同一天出生，目前还不确定，我们都很宅，几乎不出门，我还有一点不同，喜欢运动，我们都很爱写文章，特别最爱写下失败的总结，徐翔写科很多的失败总结，我也是，我们都无比喜欢借壳概念股，我们都爱专研政治政策，我们都喜欢深度分析盘口，我们都爱看财经新闻杂志……当然，徐翔是大佬，我是屌丝，很多老火鸡也问我，为何如此喜欢深圳特区的建科院，因为，深圳特区是社会主义先行示范区，是科创中心，是金融中心，而，上海仅仅是金融科技中心，这是国家的定位，所以，假设你是高科技人才，上海给你年薪500万，深圳给你也是500万，你会选择哪儿，如果你选择上海，那说明你是伪人才，因为，深圳在国家支持下，高科技人才收入是免税的，同样的500万，到手差距接近200万，所以，科创的借壳，一定不会仅仅<span class=""showStock"" id=""stock_sz002243"">通产丽星</span><span id=""quote_sz002243""></span>这一家，还有第二家，第三家，而且，都会在深圳，因为，深圳汇聚全球科创人才，其他地方，没有足够科创人才，拿什么来讲故事呢……<span id=""show_stock_str"" ></span>",转发
8,11月01日 ,贵州股友,恒瑞高管和股民都是恒瑞的股东。股民每年都收获颇丰。高管也有股份为何不能卖点改善一下生活。买个别墅换个车子很正常。没必要大做文章，大惊小怪。何况每年减持的比例都很小。人才稳，公司才稳。大家看得见恒瑞的管理是很成功的。,恒瑞高管每年一次集体减持股票为何都大涨？
9,11月01日 ,黑龙江股友,"<span class=""showStock"" id=""stock_sh600276"">恒瑞医药</span><span id=""quote_sh600276""></span>MACD无论是日线周线月线都是零轴上金叉向上，红线加长，因此无论短线，中线，长线都是越走越强，特别是连续三月每月成交量逐渐减少，股价是逐渐上涨，说明越来越多长线投资者在珍惜手上筹码，买进就长期持有不卖，相信大概率未来几个月股价都是缩量加速向上的，<span class=""showStock"" id=""stock_sh600276"">恒瑞医药</span><span id=""quote_sh600276""></span>筹码是珍贵的，是买进就不卖品，长线（最少持有五年以上的投资者）来说300元以下卖出都是只有追高买回珍贵的筹码。对<span class=""showStock"" id=""stock_sh600276"">恒瑞医药</span><span id=""quote_sh600276""></span>来说时间是复利的玫瑰。。。。。。<span id=""show_stock_str"" ></span>",恒瑞医药MACD无论是日线周线月线都是零轴上金叉向上
10,11月01日 ,黑龙江股友,"<span class=""showStock"" id=""stock_sh600276"">恒瑞医药</span><span id=""quote_sh600276""></span>MACD无论是日线周线月线都是零轴上金叉向上，红线加长，因此无论短线，中线，长线都是越走越强，特别是连续三月每月成交量逐渐减少，股价是逐渐上涨，说明越来越多长线投资者在珍惜手上筹码，买进就长期持有不卖，相信大概率未来几个月股价都是缩量加速向上的，<span class=""showStock"" id=""stock_sh600276"">恒瑞医药</span><span id=""quote_sh600276""></span>筹码是珍贵的，是买进就不卖品，长线（最少持有五年以上的投资者）来说300元以下卖出都是只有追高买回珍贵的筹码。对<span class=""showStock"" id=""stock_sh600276"">恒瑞医药</span><span id=""quote_sh600276""></span>来说时间是复利的玫瑰。。。。。。<span id=""show_stock_str"" ></span>",恒瑞医药MACD月线零轴上金叉向上，红线加长
11,11月01日 ,青海股友,踏空恒瑞的{十元小丑】拼命发帖，真急了跳墙了{十元小丑】在恒瑞唱空3年一股没买，白花花的银子从眼前流过，进了别人的口袋。他却在高位一头栽进了康德新。进去后康德新很配合，先st紧接着进入退市前的停牌期。哈哈高手。真急了跳墙了。,踏空恒瑞的{十元小丑】拼命发帖
12,11月01日 ,甘肃股友,"美国的辉瑞，三季报业绩增长43%，市盈率13倍，市净率3倍美国的辉瑞，三季报业绩增长43%，市盈率13倍，市净率3倍而<span class=""showStock"" id=""stock_sh600276"">恒瑞医药</span><span id=""quote_sh600276""></span>，三季报业绩增长28%，市盈率80%，市净率17倍对比辉瑞，<span class=""showStock"" id=""stock_sh600276"">恒瑞医药</span><span id=""quote_sh600276""></span>估值高了6倍，所以<span class=""showStock"" id=""stock_sh600276"">恒瑞医药</span><span id=""quote_sh600276""></span>的合理估值应该是10元多！<span id=""show_stock_str"" ></span>",美国的辉瑞，三季报业绩增长43%，市盈率13倍
